"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-6796.01229926506,7.60218208158305,4.32280355547684e-17,12.0182631715621
"2","GTR","relaxed_log_normal","yule",-6779.41573750922,5.76032322058446,0.00000000069752646373804,6.66777617428359
"3","GTR","strict","birth_death",-6829.31654084767,6.0224377633821,1.48565222153988e-31,7.04024429347848
"4","GTR","strict","yule",-6852.26131364142,6.16175340297106,1.61112391361066e-41,8.61458209487564
"5","HKY","relaxed_log_normal","birth_death",-6762.11967957622,3.53945350360617,0.0226539119460189,7.34810370324153
"6","HKY","relaxed_log_normal","yule",-6760.07669762578,3.60146238948061,0.174742681482226,9.77601025571097
"7","HKY","strict","birth_death",-6775.80402719735,4.61408182571097,0.0000000258289378816545,8.39868395416343
"8","HKY","strict","yule",-6781.94048993523,5.33694790853767,5.58566187447352e-11,10.5927802442124
"9","JC69","relaxed_log_normal","birth_death",-6758.55277924453,3.15632386485301,0.802099673696645,5.90379379730497
"10","JC69","relaxed_log_normal","yule",-6768.03973826727,5.09968015471051,0.0000608267182774639,6.7676925199814
"11","JC69","strict","birth_death",-6766.05888367757,3.91955859203141,0.000440928939479394,4.08930169719525
"12","TN93","relaxed_log_normal","birth_death",-6783.48766161465,5.48196101645497,1.18890326413955e-11,12.9752407109038
"13","TN93","relaxed_log_normal","yule",-6772.05198268656,4.59985185670903,0.00000110052211645345,7.3437705404783
"14","TN93","strict","birth_death",-6774.29423923777,5.47214346419333,0.000000116895859218647,6.59871166305317
"15","TN93","strict","yule",-6772.45809712078,4.96830996224129,0.000000733205167100949,9.84982187409876
