Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5673.652218251932	5.0	-5667.097318599212	-6.554899652720297	
1	-5673.652218251932	5.0	-5667.097318599212	-6.554899652720297	
2	-5673.652218251932	5.0	-5667.097318599212	-6.554899652720297	
3	-5672.87897137839	5.1	-5666.589983545483	-6.288987832906836	
4	-5672.140944294724	5.2	-5665.6806385410955	-6.460305753628891	
5	-5672.140944294724	5.2	-5665.6806385410955	-6.460305753628891	
