Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-9563.337840778931	-9563.16680965987	N	-9563.337840778931	0.17103111906150126
1	-8384.73364183981	-8384.918251827969	2.0	-8384.73364183981	-0.1846099881588812
2	-8046.142930043516	-8041.175795402041	3.0	-8046.142930043516	4.967134641474483
3	-7765.314629851475	-7763.6993313162	4.0	-7765.314629851475	1.6152985352746845
4	-7414.899403391088	-7415.570651629328	3.6	-7414.899403391088	-0.671248238240032
5	-6784.219772341051	-6794.020293173311	3.0	-6784.219772341051	-9.800520832259869
6	-6416.230516645521	-6424.2567120314525	2.9	-6416.230516645521	-8.026195385931402
7	-6270.635030059197	-6276.014093158815	2.7	-6270.635030059197	-5.379063099618297
8	-6078.014268897916	-6088.601410046192	2.8	-6078.014268897916	-10.587141148275848
9	-6000.175072721213	-6003.927789466443	2.5	-6000.175072721213	-3.7527167452295274
10	-5962.239732691119	-5969.7830924074415	2.6	-5962.239732691119	-7.543359716323167
11	-5927.4767689254995	-5934.809554051733	2.6	-5927.4767689254995	-7.33278512623423
12	-5903.858867007755	-5908.71127364408	2.6	-5903.858867007755	-4.852406636325444
13	-5893.4587542175095	-5900.335381281974	2.7	-5893.4587542175095	-6.876627064464591
14	-5752.676155767239	-5758.378517964614	2.8	-5752.676155767239	-5.702362197375082
15	-5733.344229572752	-5738.361191637387	2.9	-5733.344229572752	-5.016962064634329
16	-5718.7603004787625	-5724.497534288335	3.0	-5718.7603004787625	-5.737233809572974
17	-5717.767921655188	-5723.613014899533	3.2	-5717.767921655188	-5.845093244344579
18	-5704.89889202929	-5711.82157806688	3.3	-5704.89889202929	-6.922686037588909
19	-5704.816054793396	-5710.141298709079	3.6	-5704.816054793396	-5.325243915683046
20	-5694.48295345806	-5700.513002146754	3.6	-5694.48295345806	-6.030048688693809
21	-5689.9731534984285	-5695.522938628951	3.7	-5689.9731534984285	-5.549785130522679
22	-5687.09250551135	-5693.670014603787	3.8	-5687.09250551135	-6.577509092436961
23	-5687.030229917384	-5692.189035172015	3.9	-5687.030229917384	-5.158805254631173
24	-5686.38003095473	-5691.396227712696	4.0	-5686.38003095473	-5.016196757966185
25	-5684.039338701853	-5689.525966379492	4.1	-5684.039338701853	-5.486627677639569
26	-5683.597040296146	-5690.370017266368	4.2	-5683.597040296146	-6.772976970223133
27	-5682.800294413066	-5689.32997665613	4.3	-5682.800294413066	-6.529682243064222
28	-5680.341179968187	-5686.361108182064	4.4	-5680.341179968187	-6.0199282138768915
29	-5676.03148223489	-5681.762875613527	4.7	-5676.03148223489	-5.731393378636998
30	-5671.855003708391	-5677.880059547561	4.8	-5671.855003708391	-6.025055839169578
31	-5670.105725871418	-5676.317812625524	4.9	-5670.105725871418	-6.212086754106269
32	-5667.097318599212	-5673.652218251932	5.0	-5667.097318599212	-6.554899652720297
33	-5666.589983545483	-5672.87897137839	5.1	-5666.589983545483	-6.288987832906836
34	-5665.6806385410955	-5672.140944294724	5.2	-5665.6806385410955	-6.460305753628891
35	-5665.660704641493	-5671.085634910705	5.4	-5665.660704641493	-5.4249302692127985
36	-5665.551056667839	-5671.488311096967	5.5	-5665.551056667839	-5.9372544291284495
37	-5665.056965704623	-5673.438528750954	5.6	-5665.056965704623	-8.38156304633175
38	-5664.981515546198	-5670.500799299001	5.7	-5664.981515546198	-5.519283752802876
39	-5664.8897875289995	-5670.881542238898	5.8	-5664.8897875289995	-5.99175470989812
40	-5664.54438309311	-5670.247916673153	5.9	-5664.54438309311	-5.703533580042656
41	-5664.33535975374	-5670.037220756032	6.0	-5664.33535975374	-5.701861002292037
42	-5664.307105616707	-5669.88716674198	6.1	-5664.307105616707	-5.580061125272149
43	-5664.301709180727	-5670.023735725444	6.2	-5664.301709180727	-5.722026544716659
44	-5663.922665211003	-5669.573047375809	6.3	-5663.922665211003	-5.650382164806931
45	-5663.8692008533	-5669.508148229516	6.5	-5663.8692008533	-5.6389473762162226
46	-5663.789129096826	-5669.295776045917	6.6	-5663.789129096826	-5.50664694909033
47	-5663.771227996192	-5669.538099535054	6.7	-5663.771227996192	-5.766871538862524
48	-5663.753117076582	-5669.478055131055	6.9	-5663.753117076582	-5.724938054472501
49	-5663.7185456372645	-5669.26304378613	6.1	-5663.7185456372645	-5.544498148865495
50	-5663.709959727392	-5669.152344258116	6.2	-5663.709959727392	-5.442384530724061
51	-5663.708199229608	-5672.651375052852	6.3	-5663.708199229608	-8.943175823244156
52	-5663.689354965399	-5669.239476226537	6.4	-5663.689354965399	-5.550121261137571
53	-5663.670708349494	-5670.0900944256455	6.5	-5663.670708349494	-6.419386076151261
54	-5663.65576602167	-5669.31133024725	6.6	-5663.65576602167	-5.655564225579525
55	-5663.633323743488	-5669.13585428833	6.7	-5663.633323743488	-5.5025305448414725
56	-5663.6256740189	-5669.039253995449	6.9	-5663.6256740189	-5.4135799765493555
57	-5663.624599990551	-5669.7029422882	7.0	-5663.624599990551	-6.0783422976480495
58	-5663.624137046945	-5669.85803406475	7.1	-5663.624137046945	-6.233897017805222
59	-5663.622864808904	-5669.32478083564	6.6	-5663.622864808904	-5.7019160267359705
60	-5663.617555280086	-5669.110478267272	6.7	-5663.617555280086	-5.492922987185945
61	-5663.617517278932	-5669.895484187731	6.8	-5663.617517278932	-6.277966908799738
62	-5663.612740416239	-5670.44548841703	6.9	-5663.612740416239	-6.832748000791109
63	-5663.611455469129	-5670.172059162919	7.0	-5663.611455469129	-6.560603693789415
64	-5663.609441055731	-5669.453716196907	7.1	-5663.609441055731	-5.844275141177046
