#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment" name="distribution" x="@BDBirthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment" name="distribution" x="@BDDeathRate.t:alignment">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:alignment" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate
0	-5961.269664445102	-5958.822621648361	-2.4470427967404946	-5958.822621648361	0.7933168205510505	-2.4470427967404946	1.0	0.5
1000	-5409.453822875398	-5405.43880318813	-4.015019687267834	-5405.43880318813	0.9078457077616231	-4.015019687267834	0.8239841776949395	0.5946010658781417
2000	-5411.5127186318	-5407.936590781458	-3.5761278503419116	-5407.936590781458	0.8866618818433939	-3.5761278503419116	0.4171465848645966	0.4393250755726992
3000	-5409.428521766153	-5406.301377240911	-3.127144525241085	-5406.301377240911	0.9026880221192332	-3.127144525241085	0.9276286715477563	0.2488484422916453
4000	-5410.7101664033	-5404.652029764113	-6.05813663918742	-5404.652029764113	1.0383697337989373	-6.05813663918742	1.8604619905068687	0.46283991573705524
5000	-5408.932913623212	-5405.465064916305	-3.4678487069072146	-5405.465064916305	0.9137875517969527	-3.4678487069072146	0.6036150568792166	0.4347829463011569
6000	-5410.258316726402	-5405.613722449548	-4.644594276853932	-5405.613722449548	0.9483960363273242	-4.644594276853932	1.1414283288997342	0.5269972387288665
7000	-5408.901743047446	-5405.203447754882	-3.698295292563769	-5405.203447754882	0.8982922938166552	-3.698295292563769	0.49556236588667535	0.6450534167033428
8000	-5409.5010506180215	-5404.254609827268	-5.2464407907533035	-5404.254609827268	0.9360529221321402	-5.2464407907533035	1.456106954372971	0.5453464701194578
9000	-5407.759278912619	-5404.463188199859	-3.2960907127602224	-5404.463188199859	0.8953875830496363	-3.2960907127602224	0.5919656843696733	0.33203854138753464
10000	-5409.271234687484	-5404.995288716976	-4.275945970508564	-5404.995288716976	0.9902637689207521	-4.275945970508564	0.5782673278189623	0.729835177125258
11000	-5409.957782553179	-5405.335854878204	-4.621927674974654	-5405.335854878204	0.940509476241609	-4.621927674974654	1.9560009595169365	0.23273292097436185
12000	-5409.6598653405545	-5406.260760665181	-3.3991046753740006	-5406.260760665181	0.9719339315620693	-3.3991046753740006	0.5473795654225523	0.4106370275690155
13000	-5411.422799635164	-5406.718606803275	-4.7041928318885615	-5406.718606803275	0.9381942543343083	-4.7041928318885615	0.15419952967272044	0.5303399950469109
14000	-5409.623948218667	-5404.661490372187	-4.962457846479854	-5404.661490372187	0.8995499656324105	-4.962457846479854	0.26693293523986644	0.9136357334000419
15000	-5407.799791094641	-5404.195583359022	-3.604207735618579	-5404.195583359022	0.9544747601021476	-3.604207735618579	0.4564798916504174	0.2572835382619666
16000	-5408.940042868939	-5404.627915489755	-4.31212737918372	-5404.627915489755	0.9166214801915556	-4.31212737918372	0.8869636642657531	0.6097548816364063
17000	-5408.936635405351	-5405.263393462683	-3.6732419426676923	-5405.263393462683	1.038172317750602	-3.6732419426676923	0.610498120318497	0.4544907711550109
18000	-5409.420590322056	-5405.25145398142	-4.169136340636607	-5405.25145398142	0.9097955636299364	-4.169136340636607	0.4035239364917862	0.8189507984509491
19000	-5408.057373353294	-5404.52228386787	-3.535089485423544	-5404.52228386787	0.9613648982778272	-3.535089485423544	0.47803421910084787	0.38208137415165894
20000	-5408.038219713733	-5404.441397296652	-3.5968224170807983	-5404.441397296652	0.9012393460703996	-3.5968224170807983	0.3957437308640899	0.6932289227457037
21000	-5412.462149415908	-5408.295790003273	-4.166359412634661	-5408.295790003273	1.1125187227558488	-4.166359412634661	0.6117091454901686	0.6409705541399953
22000	-5410.9764077546415	-5405.79945859916	-5.1769491554815605	-5405.79945859916	0.8499066988206694	-5.1769491554815605	1.490257917675997	0.5764966894231377
23000	-5408.655606526132	-5405.064617761392	-3.5909887647403385	-5405.064617761392	0.9714513501188166	-3.5909887647403385	1.1209277214212412	0.29965004152575175
24000	-5407.581291019192	-5403.982680356992	-3.5986106621991243	-5403.982680356992	0.9844381299522065	-3.5986106621991243	0.42769041728449375	0.4766487481082626
25000	-5407.496190520018	-5403.943145049585	-3.553045470433314	-5403.943145049585	0.9173654358146188	-3.553045470433314	0.3300460352554625	0.6082833151714068
26000	-5408.04920298135	-5404.441863525111	-3.6073394562389782	-5404.441863525111	0.9932827573059126	-3.6073394562389782	0.5480111821743492	0.48643120761864017
27000	-5407.380591775699	-5404.028351336048	-3.3522404396509566	-5404.028351336048	0.9777225138801423	-3.3522404396509566	0.7719207459411873	0.17384795576333
28000	-5407.936316948051	-5404.50684182912	-3.4294751189307515	-5404.50684182912	0.9423696687061164	-3.4294751189307515	0.6309249105094858	0.3301757713097337
29000	-5408.938055876111	-5405.834543285054	-3.1035125910571644	-5405.834543285054	0.9045979652669212	-3.1035125910571644	1.075629757983601	0.14884239630918988
30000	-5407.655255785003	-5404.0431629282275	-3.6120928567752943	-5404.0431629282275	0.9450048816189424	-3.6120928567752943	0.5006713481031895	0.02780570492365333
