Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-18431.571042042626	-18417.119879957554	N	-18431.571042042626	14.451162085069965
1	-14991.297135367877	-14982.466886739514	2.0	-14991.297135367877	8.83024862836241
2	-14731.76051933179	-14713.304729521129	3.0	-14731.76051933179	18.455789810661102
3	-13988.302566390012	-13976.570407021467	4.0	-13988.302566390012	11.732159368544275
4	-13284.880393911542	-13281.597822578813	4.0	-13284.880393911542	3.282571332729786
5	-12047.045664083858	-12041.669031949947	3.3	-12047.045664083858	5.37663213391134
6	-11907.044270900504	-11901.159731926959	3.1	-11907.044270900504	5.88453897354546
7	-11089.283506244217	-11090.743426511164	3.0	-11089.283506244217	-1.459920266946058
8	-10525.517609949537	-10528.709694355679	3.1	-10525.517609949537	-3.1920844061427744
9	-10079.604741945526	-10084.461789957646	2.5	-10079.604741945526	-4.857048012119758
10	-9982.324985605363	-9989.754339524941	2.6	-9982.324985605363	-7.4293539195781975
11	-9510.530148599079	-9523.571825693207	2.5	-9510.530148599079	-13.04167709412764
12	-9103.038113558221	-9106.435283754045	2.5	-9103.038113558221	-3.397170195823626
13	-8962.449459834299	-8966.602010418936	2.5	-8962.449459834299	-4.152550584636043
14	-8456.354716972719	-8463.196246619957	2.6	-8456.354716972719	-6.841529647238287
15	-8347.53163094514	-8354.66713834568	2.6	-8347.53163094514	-7.135507400540768
16	-8061.111636134134	-8068.547500256926	2.6	-8061.111636134134	-7.435864122791568
17	-8047.036472636981	-8053.51777064018	2.6	-8047.036472636981	-6.48129800319972
18	-8003.345621561705	-8009.506661595322	2.6	-8003.345621561705	-6.161040033616547
19	-7991.850390191541	-8004.808016411178	2.7	-7991.850390191541	-12.957626219637387
20	-7928.44294259451	-7937.600106067807	2.7	-7928.44294259451	-9.15716347329736
21	-7891.938269084661	-7896.799389135921	2.7	-7891.938269084661	-4.861120051259304
22	-7885.699842178943	-7893.546771652151	2.8	-7885.699842178943	-7.846929473207528
23	-7849.667064361123	-7857.630517699943	2.8	-7849.667064361123	-7.963453338820255
24	-7822.229613556809	-7826.980167919425	2.8	-7822.229613556809	-4.750554362616166
25	-7793.713075906433	-7803.161537827698	2.9	-7793.713075906433	-9.448461921265526
26	-7793.395205242088	-7799.794024781171	2.9	-7793.395205242088	-6.398819539082684
27	-7769.180405511122	-7777.820303647386	3.0	-7769.180405511122	-8.639898136263335
28	-7665.805470575342	-7671.857466313004	3.0	-7665.805470575342	-6.051995737661956
29	-7641.158844573082	-7646.945541024019	3.1	-7641.158844573082	-5.786696450936904
30	-7623.90309660428	-7630.932100675016	3.2	-7623.90309660428	-7.02900407073603
31	-7623.703698664229	-7628.934317406352	3.3	-7623.703698664229	-5.2306187421233865
32	-7597.954568739677	-7603.042733174455	3.3	-7597.954568739677	-5.088164434778258
33	-7588.559526749417	-7595.153848825711	3.4	-7588.559526749417	-6.594322076293695
34	-7580.899264216333	-7585.929883552695	3.5	-7580.899264216333	-5.030619336362347
35	-7577.211925312139	-7581.351269565323	3.5	-7577.211925312139	-4.1393442531837366
36	-7573.905549123192	-7581.200732671577	3.6	-7573.905549123192	-7.295183548384589
37	-7568.636738349668	-7574.353368635775	3.7	-7568.636738349668	-5.716630286107214
38	-7560.5306933715565	-7565.141826838965	3.7	-7560.5306933715565	-4.611133467408369
39	-7535.898571013343	-7543.6538106818025	3.8	-7535.898571013343	-7.7552396684591445
40	-7534.333222382148	-7538.95421223633	3.9	-7534.333222382148	-4.620989854182317
41	-7532.313248427201	-7537.733213143432	4.0	-7532.313248427201	-5.419964716231181
42	-7523.409300642315	-7529.963305763898	4.0	-7523.409300642315	-6.554005121582103
43	-7520.96368707546	-7526.070209309513	4.1	-7520.96368707546	-5.106522234052864
44	-7512.318100677355	-7518.891097437906	4.2	-7512.318100677355	-6.572996760551529
45	-7509.653297700523	-7514.18276397167	4.2	-7509.653297700523	-4.529466271148017
46	-7501.29636578734	-7506.365634866722	4.3	-7501.29636578734	-5.06926907938184
47	-7500.473439471486	-7504.966519902289	4.4	-7500.473439471486	-4.49308043080322
48	-7489.423496679483	-7494.923931394993	4.4	-7489.423496679483	-5.500434715509843
49	-7485.308873473966	-7491.909568488189	4.5	-7485.308873473966	-6.600695014222966
50	-7445.120743295384	-7450.3513906847575	4.5	-7445.120743295384	-5.2306473893735355
51	-7440.268985661903	-7446.598038810132	4.6	-7440.268985661903	-6.329053148229261
52	-7439.300632200684	-7446.270139493015	4.6	-7439.300632200684	-6.969507292331328
53	-7438.635977529478	-7444.8652001670625	4.7	-7438.635977529478	-6.229222637584568
54	-7434.037540263532	-7439.8921491748415	4.8	-7434.037540263532	-5.854608911309311
55	-7430.114793964783	-7436.401953714963	4.8	-7430.114793964783	-6.287159750180981
56	-7428.765016867977	-7434.5539541299495	4.9	-7428.765016867977	-5.7889372619725155
57	-7428.1280531205775	-7434.59563595472	4.9	-7428.1280531205775	-6.467582834142695
58	-7424.788515636008	-7431.037265845542	5.0	-7424.788515636008	-6.248750209533247
59	-7424.125816525702	-7429.849016534224	5.1	-7424.125816525702	-5.72320000852117
60	-7423.330927383114	-7429.019151869683	5.1	-7423.330927383114	-5.688224486569114
61	-7422.025948887204	-7430.090102478348	5.2	-7422.025948887204	-8.064153591143619
62	-7418.075440466016	-7423.614467009431	5.2	-7418.075440466016	-5.539026543415114
63	-7416.837828990091	-7422.351496255967	5.3	-7416.837828990091	-5.5136672658753305
64	-7416.787852949895	-7424.245745722645	5.3	-7416.787852949895	-7.457892772749698
65	-7416.615115608401	-7422.108124191763	5.4	-7416.615115608401	-5.493008583362201
66	-7415.694036676981	-7422.658467749242	5.4	-7415.694036676981	-6.964431072260367
67	-7415.216985427217	-7420.707923857139	5.5	-7415.216985427217	-5.4909384299212975
68	-7414.179098429409	-7420.813556270149	5.5	-7414.179098429409	-6.634457840740132
69	-7413.95201374299	-7419.583654275321	5.4	-7413.95201374299	-5.631640532331115
70	-7413.850696625093	-7419.472782866505	5.4	-7413.850696625093	-5.622086241411879
71	-7412.961777054357	-7418.6801133497775	5.5	-7412.961777054357	-5.718336295420113
72	-7412.810593820086	-7418.1140029539965	5.5	-7412.810593820086	-5.303409133910189
73	-7412.028532420826	-7419.117036624423	5.6	-7412.028532420826	-7.088504203596862
74	-7411.94732947741	-7417.407612181902	5.6	-7411.94732947741	-5.460282704491529
75	-7411.881440985157	-7417.924233541122	5.7	-7411.881440985157	-6.042792555965583
76	-7411.848823480609	-7418.445081934882	5.7	-7411.848823480609	-6.596258454273244
77	-7411.768720552596	-7417.376751676471	5.8	-7411.768720552596	-5.608031123874521
78	-7411.724623475879	-7417.525012910595	5.8	-7411.724623475879	-5.800389434716433
79	-7411.70969078388	-7418.096683015667	5.7	-7411.70969078388	-6.386992231786207
80	-7411.707952302881	-7417.230598431703	5.8	-7411.707952302881	-5.522646128821917
81	-7411.690820374854	-7418.899184848856	5.8	-7411.690820374854	-7.2083644740016855
82	-7411.68906963433	-7417.4774316014355	5.9	-7411.68906963433	-5.788361967105638
83	-7411.652227834141	-7417.710972370303	5.9	-7411.652227834141	-6.05874453616215
84	-7411.626395141247	-7417.209135731416	6.0	-7411.626395141247	-5.582740590169022
85	-7411.623533539237	-7417.186114423767	6.0	-7411.623533539237	-5.562580884530735
86	-7411.609947266705	-7417.328248848878	6.1	-7411.609947266705	-5.718301582172806
87	-7411.608921423167	-7417.877382814963	6.1	-7411.608921423167	-6.268461391796761
88	-7411.606838650352	-7418.191247230861	6.2	-7411.606838650352	-6.5844085805095744
89	-7411.60318996486	-7417.701699589273	6.0	-7411.60318996486	-6.098509624412967
90	-7411.598673814147	-7417.725212766093	6.1	-7411.598673814147	-6.126538951946134
91	-7411.571141884554	-7417.105774941609	6.1	-7411.571141884554	-5.534633057054228
92	-7411.563470158299	-7417.186984331551	6.2	-7411.563470158299	-5.623514173251189
