"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-8818.95207936438,6.70211555941295,0.00000000012313913097246,9.30716836576056
"2","GTR","relaxed_log_normal","yule",-8805.76378413192,4.91251965645698,0.0000657657730588926,8.21884997169892
"3","GTR","strict","birth_death",-8855.99535391105,7.90631764719331,1.00625107439278e-26,8.24535664447385
"4","GTR","strict","yule",-8818.2907160433,5.68183781109109,0.000000000238573677583566,6.86439260194946
"5","HKY","relaxed_log_normal","birth_death",-8818.09258279538,6.05472465260068,0.000000000290851093849596,9.00370218907524
"6","HKY","relaxed_log_normal","yule",-8813.97211797694,5.28915791234843,0.0000000179128972593461,5.63342518289214
"7","HKY","strict","birth_death",-8818.86907596136,5.8910224135156,0.000000000133796269380302,8.32818725092853
"8","HKY","strict","yule",-8805.01734347612,5.69488211774513,0.000138731469773042,9.73013251472141
"9","JC69","relaxed_log_normal","birth_death",-8800.17278475644,4.89372812114924,0.0176254456453064,8.86423372947533
"10","JC69","relaxed_log_normal","yule",-8796.15237585109,3.85980548291979,0.982158340832516,6.21265252825314
"11","JC69","strict","birth_death",-8807.49426376202,5.56700045212552,0.0000116536554884328,5.73004170653828
"12","TN93","relaxed_log_normal","birth_death",-8815.85333203684,5.52865309492476,0.00000000273001447337637,8.56705791145808
"13","TN93","relaxed_log_normal","yule",-8815.61893280519,5.63574181282839,0.0000000034511452843638,10.1028435239958
"14","TN93","strict","birth_death",-8813.22993509751,5.85162292525268,0.0000000376263216783744,8.47236635007196
"15","TN93","strict","yule",-8819.00221089759,6.84020161001747,0.000000000117118158748188,7.2001982445623
