Sample	posterior	ESS(posterior)	likelihood	prior
0	-9846.228532254998	N	-9841.994160943885	-4.234371311113178
1000	-7418.919364084273	2.0	-7416.3516502696075	-2.5677138146656557
2000	-7415.633951249103	3.0	-7414.236612459281	-1.3973387898223975
3000	-7415.186995437788	4.0	-7414.420044765621	-0.7669506721665214
4000	-7416.6287268872875	5.0	-7416.297038211877	-0.3316886754097368
5000	-7418.8997064640025	6.0	-7418.1667797686005	-0.7329266954021221
6000	-7422.747411283371	7.0	-7420.737045076267	-2.010366207103627
7000	-7416.679031626512	8.0	-7416.501602847886	-0.17742877862648987
8000	-7413.909978427703	9.0	-7413.568800603445	-0.3411778242578105
9000	-7417.349735138093	9.0	-7415.017924938234	-2.331810199859709
10000	-7416.112834302479	10.0	-7415.185442280497	-0.9273920219821534
11000	-7414.729727671424	11.0	-7413.935236815722	-0.7944908557016894
12000	-7415.800297541694	12.0	-7414.566216624458	-1.234080917235339
13000	-7415.8276447535845	13.0	-7414.699406791201	-1.128237962383338
14000	-7418.711803620915	14.0	-7417.307468622582	-1.4043349983330289
15000	-7421.9650501832475	15.0	-7420.446700484909	-1.5183496983379632
16000	-7416.700615793058	16.0	-7416.246929892626	-0.4536859004316982
17000	-7421.412279904332	15.0	-7415.629017343981	-5.783262560350348
18000	-7416.664069148582	16.7	-7414.311650148908	-2.3524189996740956
19000	-7416.444302047224	15.7	-7414.292482293805	-2.151819753418344
20000	-7414.692371200819	15.5	-7412.67923300835	-2.013138192469131
21000	-7414.671774391671	14.5	-7413.597577541632	-1.0741968500391201
22000	-7419.686080940906	18.7	-7417.774586744648	-1.9114941962582255
23000	-7414.072928002942	19.6	-7414.000934398732	-0.0719936042099052
24000	-7415.164496921817	20.3	-7414.678003587843	-0.4864933339741502
25000	-7415.039226600676	18.8	-7414.1004424059365	-0.9387841947387119
26000	-7415.074903321186	18.3	-7414.709887108472	-0.3650162127138241
27000	-7416.403808891167	18.8	-7415.444762461994	-0.9590464291726684
28000	-7416.516164040656	19.4	-7414.483863723449	-2.0323003172072687
29000	-7417.692228244564	20.0	-7416.978147928874	-0.714080315689666
30000	-7416.752552857752	20.7	-7415.372860543549	-1.379692314202836
