Sample	posterior	ESS(posterior)	likelihood	prior	
0	-7423.614467009431	5.2	-7418.075440466016	-5.539026543415114	
1	-7423.614467009431	5.2	-7418.075440466016	-5.539026543415114	
2	-7423.614467009431	5.2	-7418.075440466016	-5.539026543415114	
3	-7422.351496255967	5.3	-7416.837828990091	-5.5136672658753305	
4	-7422.351496255967	5.3	-7416.837828990091	-5.5136672658753305	
5	-7422.351496255967	5.3	-7416.837828990091	-5.5136672658753305	
6	-7422.658467749242	5.4	-7415.694036676981	-6.964431072260367	
