"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-7472.99434152051,6.95321912749322,2.48153737702565e-18,11.1483605435156
"2","GTR","relaxed_log_normal","yule",-7454.45151798337,6.49768880819586,0.000000000280392738356054,13.2598726995292
"3","GTR","strict","birth_death",-7456.50048549335,6.77204849022967,3.61336204883976e-11,10.469851030107
"4","GTR","strict","yule",-7459.98906459605,7.03658181437905,1.10367403344875e-12,8.65698470170352
"5","HKY","relaxed_log_normal","birth_death",-7451.3455931207,5.72034038052763,0.00000000626113100847313,8.69097935986336
"6","HKY","relaxed_log_normal","yule",-7443.13693333637,5.33489234427289,0.000022994736603537,7.20399671819252
"7","HKY","strict","birth_death",-7448.60690058999,5.53927683954127,0.0000000968393453354033,9.53302632252072
"8","HKY","strict","yule",-7454.96908408743,5.27884845412375,0.000000000167105467221037,11.4369223135918
"9","JC69","relaxed_log_normal","birth_death",-7436.93722916909,4.28067728287475,0.0113272829349947,7.40185941780682
"10","JC69","relaxed_log_normal","yule",-7432.46815626162,3.76240603226232,0.988597371627512,6.71180725228068
"11","JC69","strict","birth_death",-7442.31766754259,4.9318203446599,0.0000521712272181501,8.04209566230128
"12","TN93","relaxed_log_normal","birth_death",-7449.34856190533,5.93417509285451,0.0000000461267045384915,7.77250564260907
"13","TN93","relaxed_log_normal","yule",-7449.78945230767,5.32008646342341,0.000000029680838050367,9.59268406180148
"14","TN93","strict","birth_death",-7455.69428917741,5.59046013008509,8.09166864785299e-11,8.78642070593201
"15","TN93","strict","yule",-7479.00256509483,8.18404390916859,6.10073943610098e-21,6.7760178287435
