Sample	posterior	ESS(posterior)	likelihood	prior	
0	-9741.644023748777	3.1	-9733.293974733857	-8.350049014920156	
1	-9740.346939479692	3.1	-9732.50386020976	-7.84307926993348	
2	-9740.346939479692	3.1	-9732.50386020976	-7.84307926993348	
3	-9739.548210784364	3.3	-9731.785881224341	-7.762329560022951	
4	-9739.548210784364	3.3	-9731.785881224341	-7.762329560022951	
5	-9739.22551943182	3.4	-9730.783582132606	-8.441937299214345	
