Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-11222.232335066206	-11239.870714875173	N	-11222.232335066206	-17.638379808967237
1	-10486.576386452667	-10506.07859728511	2.0	-10486.576386452667	-19.502210832443755
2	-10481.481143366582	-10491.946701616587	3.0	-10481.481143366582	-10.465558250004845
3	-10456.81073785292	-10464.173815828228	4.0	-10456.81073785292	-7.363077975307465
4	-10447.094443424836	-10455.649526816233	5.0	-10447.094443424836	-8.555083391397597
5	-10368.936862877195	-10389.932375519587	6.0	-10368.936862877195	-20.9955126423922
6	-10314.093207890668	-10321.809495005356	5.9	-10314.093207890668	-7.716287114687491
7	-10308.943874911789	-10315.54039863345	5.7	-10308.943874911789	-6.596523721659857
8	-10262.221860889766	-10273.982368475252	5.6	-10262.221860889766	-11.76050758548621
9	-10213.700246431308	-10223.91574092225	2.5	-10213.700246431308	-10.215494490941744
10	-10093.263065560068	-10104.12203427885	2.7	-10093.263065560068	-10.858968718781433
11	-10066.247476310742	-10077.23539297549	2.6	-10066.247476310742	-10.987916664747189
12	-10065.910068247067	-10075.689442114812	2.5	-10065.910068247067	-9.77937386774385
13	-9940.214569886346	-9948.576265279065	2.5	-9940.214569886346	-8.361695392718786
14	-9908.794976380876	-9916.041891025481	2.5	-9908.794976380876	-7.246914644606194
15	-9884.361635897882	-9892.85147898027	2.5	-9884.361635897882	-8.489843082389548
16	-9880.170659127763	-9887.724252562017	2.4	-9880.170659127763	-7.553593434252579
17	-9857.68169023423	-9866.346642731374	2.4	-9857.68169023423	-8.664952497143585
18	-9855.921065401088	-9863.44850625066	2.3	-9855.921065401088	-7.527440849571107
19	-9844.27580175616	-9850.970072126045	2.3	-9844.27580175616	-6.694270369886691
20	-9835.659663272474	-9844.877765413077	2.3	-9835.659663272474	-9.218102140602323
21	-9834.984130650832	-9842.480118473655	2.4	-9834.984130650832	-7.495987822823296
22	-9826.088601788591	-9834.659106905583	2.4	-9826.088601788591	-8.570505116991988
23	-9804.91066095054	-9813.727433747532	2.5	-9804.91066095054	-8.816772796991929
24	-9803.21922358054	-9811.521759443302	2.5	-9803.21922358054	-8.302535862762253
25	-9781.375586326149	-9789.07275537135	2.5	-9781.375586326149	-7.697169045201148
26	-9779.437596096453	-9786.95497237493	2.5	-9779.437596096453	-7.517376278475957
27	-9777.77945365341	-9786.16784724194	2.6	-9777.77945365341	-8.388393588531251
28	-9768.076532802583	-9777.215702821515	2.6	-9768.076532802583	-9.139170018932868
29	-9766.133897224221	-9775.137761682356	2.8	-9766.133897224221	-9.0038644581345
30	-9757.76566214926	-9765.539320511829	2.8	-9757.76566214926	-7.773658362567732
31	-9743.306908536268	-9754.579929588377	2.9	-9743.306908536268	-11.27302105210948
32	-9742.241740757363	-9751.419393233762	2.9	-9742.241740757363	-9.17765247639949
33	-9741.462869639237	-9749.774109876878	3.0	-9741.462869639237	-8.311240237640625
34	-9740.573497993957	-9748.433861586413	3.0	-9740.573497993957	-7.860363592455826
35	-9736.732978691864	-9746.309172387122	3.0	-9736.732978691864	-9.5761936952587
36	-9733.293974733857	-9741.644023748777	3.1	-9733.293974733857	-8.350049014920156
37	-9732.50386020976	-9740.346939479692	3.1	-9732.50386020976	-7.84307926993348
38	-9732.412352049843	-9741.100639365575	3.2	-9732.412352049843	-8.68828731573186
39	-9731.785881224341	-9739.548210784364	3.3	-9731.785881224341	-7.762329560022951
40	-9731.741198335725	-9742.639713848861	3.4	-9731.741198335725	-10.898515513135358
41	-9731.020219056487	-9739.728040231174	3.4	-9731.020219056487	-8.707821174686204
42	-9730.783582132606	-9739.22551943182	3.4	-9730.783582132606	-8.441937299214345
43	-9730.290201881136	-9739.520702173944	3.5	-9730.290201881136	-9.230500292807857
44	-9729.910946700256	-9738.077948446951	3.5	-9729.910946700256	-8.167001746695814
45	-9729.894983984219	-9738.069042448542	3.5	-9729.894983984219	-8.174058464323746
46	-9729.610831230722	-9739.026039974786	3.6	-9729.610831230722	-9.41520874406254
47	-9729.554789217182	-9737.247317506477	3.6	-9729.554789217182	-7.692528289296185
48	-9729.443979706304	-9737.086710111658	3.7	-9729.443979706304	-7.642730405354489
49	-9729.406612858758	-9737.144632021087	3.7	-9729.406612858758	-7.738019162328953
50	-9729.378710003244	-9739.819813248521	3.8	-9729.378710003244	-10.441103245277946
51	-9729.341632099506	-9737.02712998307	3.8	-9729.341632099506	-7.685497883563279
52	-9729.167259382073	-9737.252293161278	3.9	-9729.167259382073	-8.085033779205958
53	-9729.157606778792	-9737.06087798164	3.9	-9729.157606778792	-7.903271202848337
54	-9729.05100100113	-9736.951753698655	4.0	-9729.05100100113	-7.900752697526223
55	-9729.049780264679	-9736.741137701189	4.0	-9729.049780264679	-7.691357436509454
56	-9729.013922987513	-9737.929483575972	4.0	-9729.013922987513	-8.915560588458174
57	-9729.009826440655	-9737.729846920287	4.1	-9729.009826440655	-8.720020479631867
58	-9728.999827833157	-9736.759128447968	4.2	-9728.999827833157	-7.759300614810513
59	-9728.943014781407	-9736.74533910972	4.2	-9728.943014781407	-7.802324328313464
60	-9728.920474001883	-9736.651130088278	4.3	-9728.920474001883	-7.730656086394978
61	-9728.91480827216	-9736.67248986075	4.4	-9728.91480827216	-7.757681588589349
62	-9728.913951247507	-9737.191013172851	4.4	-9728.913951247507	-8.277061925345146
63	-9728.899024782992	-9738.5946089827	4.5	-9728.899024782992	-9.695584199707866
64	-9728.897769124304	-9738.401880351003	4.5	-9728.897769124304	-9.504111226698885
65	-9728.887726936178	-9736.575731793282	4.6	-9728.887726936178	-7.688004857103572
66	-9728.885539189789	-9736.577275622485	4.6	-9728.885539189789	-7.691736432697224
67	-9728.883249480117	-9736.575914207111	4.7	-9728.883249480117	-7.692664726993405
68	-9728.882295525373	-9736.668795699452	4.7	-9728.882295525373	-7.786500174078444
69	-9728.877282667005	-9737.958849860359	4.9	-9728.877282667005	-9.081567193353523
70	-9728.86957271792	-9738.036390750563	4.9	-9728.86957271792	-9.166818032642947
71	-9728.860044337493	-9736.928365211861	5.0	-9728.860044337493	-8.068320874367675
72	-9728.854557748564	-9736.892427240631	5.0	-9728.854557748564	-8.037869492066875
