#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment" name="distribution" x="@birthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment" name="distribution">
#            <parameter id="kappa.s:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment" kappa="@kappa.s:alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
32000	-6631.947844977846	-6625.963786228966	-5.984058748880241	-6625.963786228966	1.1438162771837201	0.8217613693886943	0.2449748723753173	0.2677298167067464	0.24291832673511476	0.2443769841828216	-4.58031510952048	1.2363057332858332
33000	-6630.022640722995	-6624.280155566323	-5.742485156672185	-6624.280155566323	1.003242318917396	0.8217613693886943	0.24761315881858473	0.265091530263479	0.24291832673511476	0.2443769841828216	-4.338741517312425	0.6963729798265295
34000	-6629.5522674109925	-6623.530189760093	-6.022077650899936	-6623.530189760093	1.168791291689247	0.8217613693886943	0.24761315881858473	0.265091530263479	0.24291832673511476	0.2443769841828216	-4.618334011540176	0.7025477473263125
35000	-6629.988680739675	-6624.052335728031	-5.936345011644235	-6624.052335728031	1.0903207933965398	0.8217613693886943	0.24761315881858473	0.265091530263479	0.24026045128408072	0.24703485963385566	-4.532601372284475	0.7050899169340014
36000	-6633.214649601554	-6626.586070146832	-6.628579454722246	-6626.586070146832	0.9319811282424111	0.8672143555231749	0.23945922373461967	0.2611113650599446	0.2514830193420744	0.2479463918633614	-5.2112910625142534	0.39857775031318604
37000	-6632.717417695004	-6625.24725266532	-7.470165029683938	-6625.24725266532	1.025970520138477	0.8672143555231749	0.23945922373461967	0.2611113650599446	0.2514830193420744	0.2479463918633614	-6.052876637475945	0.30406121278584947
38000	-6631.629353503653	-6625.3690646278665	-6.260288875786228	-6625.3690646278665	1.3477686951039147	0.8672143555231749	0.23945922373461967	0.2611113650599446	0.2514830193420744	0.2479463918633614	-4.843000483578235	1.010914461318273
39000	-6629.274618116597	-6623.235211226428	-6.039406890168522	-6623.235211226428	1.0800497863784817	0.8672143555231749	0.23849599761861195	0.2611113650599446	0.24067413889525965	0.25971849842618383	-4.622118497960529	1.2731572487003568
40000	-6630.368023951467	-6624.692384315527	-5.675639635939703	-6624.692384315527	0.9940179768951648	0.8525286881370396	0.23849599761861195	0.2611113650599446	0.24067413889525965	0.25971849842618383	-4.262849158800327	1.4441804150471877
41000	-6627.8438882495975	-6622.041153839644	-5.802734409954023	-6622.041153839644	1.05022299774146	0.9186869395492673	0.2575754111458887	0.2611113650599446	0.24067413889525965	0.24063908489890706	-4.368882209538896	1.3506594336038829
42000	-6629.692044187757	-6624.07646686998	-5.615577317776877	-6624.07646686998	0.9913409653735967	1.0041768543252065	0.2575754111458887	0.2611113650599446	0.24067413889525965	0.24063908489890706	-4.151989137757565	1.0124020697978982
43000	-6628.56832392288	-6622.917447948841	-5.650875974038678	-6622.917447948841	0.9610174589835716	1.0041768543252065	0.2575754111458887	0.2502025252293701	0.24084385401468703	0.2513782096100542	-4.187287794019366	1.2191913368788911
44000	-6629.253022465217	-6622.983705205442	-6.26931725977552	-6622.983705205442	1.09275089347162	1.0041768543252065	0.2575754111458887	0.2502025252293701	0.24084385401468703	0.2513782096100542	-4.805729079756208	1.3382716742087124
45000	-6628.029824551629	-6621.649098954474	-6.380725597154711	-6621.649098954474	0.9957536748733943	1.0041768543252065	0.2575754111458887	0.2502025252293701	0.24084385401468703	0.2513782096100542	-4.917137417135399	1.7341469427752465
46000	-6627.792429504824	-6622.090583093186	-5.701846411638091	-6622.090583093186	0.9563873163183108	1.0041768543252065	0.2575754111458887	0.25058535182395114	0.24046102742010597	0.2513782096100542	-4.238258231618779	1.375469146876564
47000	-6626.701922664706	-6620.810058899495	-5.891863765211021	-6620.810058899495	0.9967883366220072	1.0041768543252065	0.2575754111458887	0.2478946563630214	0.2431517228810357	0.2513782096100542	-4.428275585191709	0.6510336476517821
48000	-6627.883713792296	-6622.565446517864	-5.318267274431915	-6622.565446517864	0.941592057137213	1.0041768543252065	0.2575754111458887	0.2478946563630214	0.2431517228810357	0.2513782096100542	-3.854679094412603	1.0091331536597794
49000	-6630.467598932849	-6624.570338467422	-5.897260465427233	-6624.570338467422	1.090149066948349	0.7770826359800609	0.2575754111458887	0.2478946563630214	0.2431517228810357	0.2513782096100542	-4.505618536333179	1.317621792831438
50000	-6627.57273621478	-6621.408968948976	-6.1637672658042355	-6621.408968948976	1.1254382574107458	0.7770826359800609	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.7721253367101815	0.5598906841004389
51000	-6628.788688060762	-6622.912175495568	-5.876512565194596	-6622.912175495568	1.0480341646462144	1.1593845932033988	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.354191515508281	0.7541739925194049
52000	-6630.076921532895	-6621.982528200545	-8.094393332350128	-6621.982528200545	1.0075167711220263	1.1593845932033988	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-6.572072282663813	0.2484738740960391
53000	-6629.350206231064	-6623.060290305279	-6.289915925784974	-6623.060290305279	1.0834050722731599	0.7829711304331101	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.896756605233793	0.5363503607308603
54000	-6628.547056989083	-6622.506534087051	-6.040522902032608	-6622.506534087051	1.1551855734755383	0.7829711304331101	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.647363581481427	1.089514641838923
55000	-6628.215606035352	-6622.685044340165	-5.530561695186366	-6622.685044340165	0.9602533057401813	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.089469217495777	0.9740243480981527
56000	-6626.423332389975	-6620.706742065277	-5.716590324698693	-6620.706742065277	1.0147844630858378	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.275497847008104	0.7814177503088701
57000	-6628.158678043178	-6622.485404168393	-5.6732738747853535	-6622.485404168393	0.9713786641771166	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.232181397094766	0.7619576110452966
58000	-6627.2280993659915	-6620.161109722885	-7.066989643106789	-6620.161109722885	1.0235940285319147	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-5.6258971654162	2.0861020898379863
59000	-6629.966285919334	-6622.244966433594	-7.721319485740718	-6622.244966433594	1.0952043181834272	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-6.2802270080501295	2.1941721276337254
60000	-6626.23682379292	-6620.196534281576	-6.040289511344456	-6620.196534281576	1.1113260423563822	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2410163624510152	0.2597105871551016	-4.5991970336538675	1.3927784014736464
61000	-6629.84225374202	-6621.544236790152	-8.298016951867996	-6621.544236790152	0.9591069368126977	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.25164928346253523	0.24907766614358157	-6.856924474177408	2.755344681255695
62000	-6627.723791934729	-6622.00912479103	-5.714667143698293	-6622.00912479103	1.0390410672083084	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.25164928346253523	0.24907766614358157	-4.273574666007705	0.8253766614042337
63000	-6627.300886218894	-6621.279784971462	-6.021101247432771	-6621.279784971462	1.006970949047457	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.25164928346253523	0.24907766614358157	-4.580008769742182	0.5673309719328236
64000	-6627.714263335305	-6621.597791333484	-6.116472001821654	-6621.597791333484	1.035860940313832	0.9401771797188492	0.24924303360084135	0.2500300167930419	0.2499871332063701	0.25073981639974674	-4.675379524131065	0.5683805401951565
65000	-6632.852668444075	-6624.892072499225	-7.960595944849752	-6624.892072499225	1.0523056947367984	0.9401771797188492	0.2568499378800936	0.2500300167930419	0.24238022892711786	0.25073981639974674	-6.519503467159163	0.25104410854651843
66000	-6629.597641026607	-6624.331994761202	-5.265646265405033	-6624.331994761202	0.9010559850131751	0.9401771797188492	0.2568499378800936	0.2500300167930419	0.24238022892711786	0.25073981639974674	-3.8245537877144447	0.921574738791992
67000	-6627.445540284362	-6621.917448339342	-5.528091945020561	-6621.917448339342	1.0066222060741559	0.9401771797188492	0.24602133795828754	0.2650351796155555	0.23820366602641027	0.25073981639974674	-4.0869994673299725	1.1801448465533906
68000	-6628.452857267111	-6622.486343958416	-5.966513308694701	-6622.486343958416	1.075711644859668	0.9401771797188492	0.24602133795828754	0.2650351796155555	0.23820366602641027	0.25073981639974674	-4.525420831004112	0.6055226641883721
69000	-6629.524935608419	-6623.219689433311	-6.305246175107607	-6623.219689433311	1.0223398774263717	0.9401771797188492	0.24602133795828754	0.2650351796155555	0.23820366602641027	0.25073981639974674	-4.864153697417018	1.7932794695678385
70000	-6627.34823082458	-6621.424070393423	-5.924160431157544	-6621.424070393423	1.037734446117858	0.9401771797188492	0.24602133795828754	0.2481462457593437	0.25509259988262206	0.25073981639974674	-4.483067953466955	1.509295902416267
71000	-6627.168143518047	-6621.711780369305	-5.456363148742055	-6621.711780369305	0.9760614909277922	0.9401771797188492	0.24602133795828754	0.26084382458446354	0.2423950210575022	0.25073981639974674	-4.015270671051467	1.133826082788617
72000	-6628.451362364002	-6621.74272641255	-6.708635951452472	-6621.74272641255	1.199876005555903	0.9463588922492677	0.24602133795828754	0.26084382458446354	0.2423950210575022	0.25073981639974674	-5.265429190590676	1.489819323668
73000	-6627.90797873675	-6621.974544689101	-5.933434047648739	-6621.974544689101	1.0154810914557628	0.9463588922492677	0.24602133795828754	0.26084382458446354	0.2423950210575022	0.25073981639974674	-4.4902272867869435	1.370156526337282
74000	-6630.241808850207	-6624.072347885597	-6.169460964610232	-6624.072347885597	1.0602882314614852	0.9463588922492677	0.23572401988177794	0.26739931410521756	0.2526923391340118	0.24418432687899272	-4.726254203748436	1.560490693121878
75000	-6632.612488670705	-6626.634333015358	-5.97815565534698	-6626.634333015358	0.9358268015233933	0.9463588922492677	0.23572401988177794	0.26739931410521756	0.2526923391340118	0.24418432687899272	-4.534948894485185	1.7416377533018592
76000	-6633.771326373924	-6626.842637345116	-6.928689028808866	-6626.842637345116	0.9581943381809495	0.9463588922492677	0.23572401988177794	0.26739931410521756	0.2526923391340118	0.24418432687899272	-5.48548226794707	2.0740292106550453
77000	-6630.197289138184	-6623.913362299451	-6.283926838732622	-6623.913362299451	1.1422065993985937	0.9463588922492677	0.23572401988177794	0.26739931410521756	0.2526923391340118	0.24418432687899272	-4.840720077870826	1.4305482196489891
78000	-6630.763991588171	-6624.013581467	-6.75041012117105	-6624.013581467	1.103569283117202	0.9463588922492677	0.23572401988177794	0.26739931410521756	0.2526923391340118	0.24418432687899272	-5.307203360309254	1.8088830119846988
79000	-6630.226203391325	-6624.512814778768	-5.713388612556472	-6624.512814778768	0.963571354937883	0.9463588922492677	0.24135648193855502	0.26739931410521756	0.2470598770772347	0.24418432687899272	-4.270181851694677	1.3426801329790816
80000	-6633.4674106575785	-6627.2691129186605	-6.198297738918287	-6627.2691129186605	1.1360294829953042	0.9463588922492677	0.24135648193855502	0.26739931410521756	0.2470598770772347	0.24418432687899272	-4.755090978056491	1.286010498449368
81000	-6627.992206512506	-6621.162068907922	-6.830137604584005	-6621.162068907922	1.146469137535198	0.9463588922492677	0.2526776633312343	0.25607813271253826	0.2470598770772347	0.24418432687899272	-5.386930843722209	0.41655184937214423
82000	-6629.410437528686	-6623.616095707806	-5.794341820879276	-6623.616095707806	1.1516305625199357	0.8038523157490851	0.24793369602814136	0.25607813271253826	0.2470598770772347	0.24892829418208567	-4.395606919475286	0.6888545051783596
83000	-6629.1563980186265	-6623.104702861919	-6.051695156708218	-6623.104702861919	1.040764996654386	0.8143440811027358	0.24793369602814136	0.25607813271253826	0.2470598770772347	0.24892829418208567	-4.650050209671905	1.3954987522729991
84000	-6628.932692725909	-6622.360061230974	-6.572631494935158	-6622.360061230974	1.087623129176903	0.8143440811027358	0.255505769419554	0.25607813271253826	0.2394878036858221	0.24892829418208567	-5.1709865478988455	0.4323562862994624
85000	-6627.377400096489	-6621.484107407433	-5.893292689055769	-6621.484107407433	1.1251085844910829	0.8143440811027358	0.255505769419554	0.25607813271253826	0.2394878036858221	0.24892829418208567	-4.491647742019456	1.1358678595551828
86000	-6629.380435657699	-6623.2129512705	-6.167484387199898	-6623.2129512705	1.0920902510366588	0.8630409042503807	0.255505769419554	0.25607813271253826	0.2394878036858221	0.24892829418208567	-4.751485360598916	1.3007584011987705
87000	-6630.567768532823	-6624.9952611871195	-5.572507345703762	-6624.9952611871195	1.009010021440748	0.8621500126831809	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-4.156782427084787	1.1439156128198376
88000	-6625.854363375773	-6619.736558461636	-6.11780491413593	-6619.736558461636	1.0742696094909356	0.9613191723687838	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-4.669426411080561	0.5650732174767991
89000	-6629.376142852228	-6621.202259447603	-8.173883404625807	-6621.202259447603	1.038594916223501	0.9613191723687838	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-6.725504901570438	2.341223576509253
90000	-6626.986905216999	-6620.406644898316	-6.580260318682861	-6620.406644898316	1.0799397984937928	0.9613191723687838	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-5.131881815627493	1.5949447901000677
91000	-6628.934760901724	-6621.444607509199	-7.490153392524573	-6621.444607509199	1.0911833972672653	0.9613191723687838	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-6.041774889469204	1.951419428335358
92000	-6628.688020507983	-6623.167086686285	-5.520933821698142	-6623.167086686285	1.0282497155987709	0.9613191723687838	0.255505769419554	0.24912822008916952	0.24643771630919084	0.24892829418208567	-4.072555318642773	1.195720340124853
93000	-6626.545982717296	-6621.041133882516	-5.504848834780256	-6621.041133882516	1.0407738232149157	0.9613191723687838	0.25222052278855356	0.24912822008916952	0.2497229629401913	0.24892829418208567	-4.056470331724888	1.1041867154179839
94000	-6626.8702112406845	-6620.454194157415	-6.416017083269529	-6620.454194157415	1.1245871807317542	0.9613191723687838	0.25222052278855356	0.24674398460507752	0.2521071984242833	0.24892829418208567	-4.96763858021416	1.450220203548365
95000	-6629.836839832212	-6624.14549589422	-5.691343937991572	-6624.14549589422	0.9701660570747082	0.7881512074212513	0.25222052278855356	0.24674398460507752	0.2521071984242833	0.24892829418208567	-4.296829337752882	1.393107163548792
96000	-6626.250942427091	-6620.188058901737	-6.062883525353693	-6620.188058901737	1.0110561362344774	1.04821317396148	0.25222052278855356	0.24674398460507752	0.2521071984242833	0.24892829418208567	-4.5831406310179315	1.4975383518546237
97000	-6632.3390973726655	-6626.679745481524	-5.659351891141117	-6626.679745481524	1.0523543423983257	1.04821317396148	0.24962034348298584	0.24934416391064523	0.2521071984242833	0.24892829418208567	-4.179608996805356	1.0179141590997385
98000	-6628.908581180015	-6622.824448164867	-6.084133015148061	-6622.824448164867	1.039993109001779	1.04821317396148	0.24962034348298584	0.24934416391064523	0.2521071984242833	0.24892829418208567	-4.604390120812299	0.6061092029746284
99000	-6632.101291641479	-6625.491834130207	-6.609457511271836	-6625.491834130207	1.087169295990107	1.04821317396148	0.24962034348298584	0.24934416391064523	0.2521071984242833	0.24892829418208567	-5.129714616936075	1.8397303920468224
100000	-6630.3626882358385	-6624.647543019112	-5.715145216726415	-6624.647543019112	0.9921730408327744	0.7711285250346133	0.24981842173758337	0.2491460856560477	0.2521071984242833	0.24892829418208567	-4.325011811647408	0.6964018977132598
