#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment" name="distribution" x="@birthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment" name="distribution">
#            <parameter id="kappa.s:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment" kappa="@kappa.s:alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-8834.693274119618	-8826.207106440308	-8.48616767930919	-8826.207106440308	2.5426552873454145	2.0	0.25	0.25	0.25	0.25	-6.620807645334903	1.0
1000	-6651.334188219916	-6644.919081139899	-6.415107080016421	-6644.919081139899	1.1764040614292124	2.0	0.25	0.25	0.25	0.25	-4.549747046042134	1.223066085295145
2000	-6635.349731738005	-6629.053646907862	-6.296084830143201	-6629.053646907862	1.1923494823114478	1.258794495804199	0.24978213289027032	0.25655658041189383	0.2420645709456704	0.25159671575216547	-4.734196368673976	1.452562422648878
3000	-6634.183625307778	-6626.323573577025	-7.860051730752895	-6626.323573577025	1.0142822130109408	1.258794495804199	0.24978213289027032	0.25655658041189383	0.23717218584233912	0.25648910085549675	-6.29816326928367	2.160565766855201
4000	-6628.135711870605	-6622.219272592927	-5.916439277677849	-6622.219272592927	1.1274997552430175	1.0994477895375563	0.24978213289027032	0.25655658041189383	0.23717218584233912	0.25648910085549675	-4.4173499563500265	0.9336617095009334
5000	-6631.097159153543	-6625.147382105784	-5.949777047757854	-6625.147382105784	1.0864071932465333	1.0994477895375563	0.2489962599179441	0.25582539485960765	0.2386892443669515	0.25648910085549675	-4.450687726430031	1.1083712433962274
6000	-6627.8108442131	-6621.477163498189	-6.333680714910442	-6621.477163498189	0.9946495037887869	1.0994477895375563	0.2489962599179441	0.25305980990916277	0.2386892443669515	0.25925468580594163	-4.8345913935826195	0.4896049318549057
7000	-6626.241780830585	-6620.452181775944	-5.789599054641178	-6620.452181775944	1.0275714056965746	0.8665096302130999	0.2489962599179441	0.25305980990916277	0.2403433008027857	0.2576006293701074	-4.372528991050426	1.246863087751385
8000	-6628.277298599092	-6622.937256078343	-5.340042520749376	-6622.937256078343	0.9315529952587759	0.8935659200215562	0.2489962599179441	0.24889485203177508	0.2445082586801734	0.2576006293701074	-3.91442056473696	0.9837145329111125
9000	-6627.38298194699	-6621.253681909005	-6.129300037985339	-6621.253681909005	1.0192915576049	0.8935659200215562	0.24312722282654214	0.25084214325425325	0.2484300045490972	0.2576006293701074	-4.703678081972924	0.5484268000047243
10000	-6625.5037767935555	-6619.831591160773	-5.6721856327820666	-6619.831591160773	1.0713291612971458	0.8935659200215562	0.24312722282654214	0.25084214325425325	0.2484300045490972	0.2576006293701074	-4.246563676769651	1.0509246158939314
11000	-6627.962323317013	-6622.373862558089	-5.588460758923772	-6622.373862558089	1.0592094479528593	0.8235472321794266	0.24451254072232428	0.24785746751658733	0.2451850009588151	0.26244499080227335	-4.1842068397682315	1.007435152114483
12000	-6628.588229354051	-6622.687618467142	-5.900610886908743	-6622.687618467142	1.1227935181136959	0.8235472321794266	0.24451254072232428	0.24785746751658733	0.2451850009588151	0.26244499080227335	-4.4963569677532025	1.272049848985414
13000	-6632.160888522383	-6626.04457440222	-6.116314120163297	-6626.04457440222	1.1190542728482298	0.8044715956701906	0.24451254072232428	0.24785746751658733	0.2451850009588151	0.26244499080227335	-4.717409406185959	0.6102881061184259
14000	-6628.968471794685	-6623.102777576506	-5.865694218178336	-6623.102777576506	1.0374327381245287	1.0627748463273785	0.24281398637431115	0.24785746751658733	0.24688355530682823	0.26244499080227335	-4.380507990331065	1.3808798833550735
15000	-6628.71990948756	-6623.017695392575	-5.702214094985236	-6623.017695392575	1.018390122211662	1.0627748463273785	0.2461207715078893	0.24785746751658733	0.23699959497224804	0.2690221660032754	-4.217027867137965	0.7652365143273232
16000	-6630.967965113962	-6625.101362405695	-5.8666027082674805	-6625.101362405695	0.9164714850275837	1.0627748463273785	0.24924861883674193	0.24785746751658733	0.23699959497224804	0.26589431867442276	-4.381416480420209	0.5973282223320101
17000	-6630.6970832013985	-6625.390972700128	-5.306110501270075	-6625.390972700128	0.9525467121313932	0.8398939881702904	0.24924861883674193	0.24785746751658733	0.23699959497224804	0.26589431867442276	-3.8970992708076797	1.323106229147834
18000	-6629.799458255035	-6624.170525644931	-5.6289326101032175	-6624.170525644931	1.056833955931194	0.8398939881702904	0.24924861883674193	0.24785746751658733	0.23699959497224804	0.26589431867442276	-4.219921379640822	1.0364319089498994
19000	-6627.833558284167	-6622.2013146297395	-5.632243654427874	-6622.2013146297395	1.0047230311813917	0.8398939881702904	0.24924861883674193	0.24785746751658733	0.24617249263907576	0.25672142100759504	-4.223232423965478	1.3161374376417252
20000	-6626.441461424576	-6620.698047484002	-5.743413940574519	-6620.698047484002	1.1053178636771859	0.8398939881702904	0.24540358516689093	0.2453010319217947	0.25001752630892676	0.25927785660238767	-4.334402710112124	0.8516119556754018
21000	-6633.716361372782	-6626.657318003889	-7.059043368892873	-6626.657318003889	1.0995424857501328	0.8398939881702904	0.2492528825067006	0.24431658225590036	0.25001752630892676	0.2564130089284723	-5.650032138430477	0.3545815634702441
22000	-6629.660499472386	-6623.458562859611	-6.201936612773972	-6623.458562859611	1.2656132334358734	0.827898660031992	0.2469440883424665	0.2513514331785938	0.25232632047316084	0.24937815800577887	-4.796431418044138	0.6883018178501517
23000	-6629.276044660656	-6623.403302445087	-5.872742215568995	-6623.403302445087	1.0394608024130254	0.827898660031992	0.25034312877544324	0.2513514331785938	0.25232632047316084	0.24597911757280214	-4.467237020839161	0.6641831634394109
24000	-6627.728670846861	-6621.939127456694	-5.789543390166534	-6621.939127456694	0.9754991887526175	0.861928499326353	0.25034312877544324	0.2513514331785938	0.25232632047316084	0.24597911757280214	-4.373886564308611	1.4591160880768237
25000	-6630.093821085803	-6624.324373094111	-5.769447991692138	-6624.324373094111	1.0797065209307475	0.7223091723518836	0.25365559769950763	0.2496867135010086	0.25232632047316084	0.244331368326323	-4.390611784294526	1.3264063849124252
26000	-6631.566429622376	-6625.996913415064	-5.569516207311777	-6625.996913415064	1.0110117560939909	0.7223091723518836	0.25365559769950763	0.2512341036035306	0.2507789303706388	0.244331368326323	-4.190679999914165	0.8672622823166739
27000	-6630.233694768829	-6623.237326447364	-6.996368321465356	-6623.237326447364	1.15621301897963	1.1457848628385612	0.25365559769950763	0.2425503201085369	0.2594627138656325	0.244331368326323	-5.479367338024481	0.3971796241135385
28000	-6630.947978272057	-6624.739475620972	-6.20850265108515	-6624.739475620972	1.089125531663696	0.8125595140450077	0.25902448816026213	0.2425503201085369	0.254093823404878	0.244331368326323	-4.807357587496197	1.4190620298475702
29000	-6634.280280309458	-6628.03202307351	-6.248257235948561	-6628.03202307351	1.2010254404695802	1.2410762516897562	0.25902448816026213	0.2425503201085369	0.254093823404878	0.244331368326323	-4.693495720195653	0.600572686892873
30000	-6630.414946097533	-6624.5417282390845	-5.873217858448603	-6624.5417282390845	1.0831398441324718	1.2410762516897562	0.2530710465219079	0.26128419246389833	0.24131339268787072	0.244331368326323	-4.318456342695695	0.9099787517930237
31000	-6632.7709108079325	-6626.5798202472015	-6.191090560730945	-6626.5798202472015	1.2403258310771206	1.2410762516897562	0.25281890920336647	0.25988577987869715	0.24291832673511476	0.2443769841828216	-4.636329044978037	0.8147225481653484
