Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-7963.18250459698	-7969.326886201945	N	-7963.18250459698	-6.144381604965233
1	-7748.606374037241	-7751.387374320202	2.0	-7748.606374037241	-2.7810002829613096
2	-6681.563173588433	-6691.231847251944	3.0	-6681.563173588433	-9.668673663511132
3	-6347.696197263906	-6355.105781238719	4.0	-6347.696197263906	-7.4095839748135495
4	-6330.9077935310825	-6334.447930637668	3.6	-6330.9077935310825	-3.540137106585902
5	-6311.8871424984245	-6317.080283866567	3.0	-6311.8871424984245	-5.193141368142724
6	-6269.587202928964	-6275.11155006993	3.1	-6269.587202928964	-5.5243471409655225
7	-6182.728125312252	-6188.519742880211	3.3	-6182.728125312252	-5.791617567959442
8	-6124.639888923111	-6131.614144278644	3.6	-6124.639888923111	-6.974255355532364
9	-6085.150698863364	-6094.914672590042	5.2	-6085.150698863364	-9.763973726678218
10	-6050.09695448017	-6056.967761806395	5.4	-6050.09695448017	-6.870807326224864
11	-6014.794883812997	-6021.07753510914	5.1	-6014.794883812997	-6.282651296143228
12	-6005.483903129421	-6012.398656125498	5.0	-6005.483903129421	-6.91475299607631
13	-5988.992513212277	-5995.986871111142	5.0	-5988.992513212277	-6.9943578988654025
14	-5987.2745324939015	-5994.593609146028	5.1	-5987.2745324939015	-7.319076652126486
15	-5982.35860944804	-5989.544615988565	5.2	-5982.35860944804	-7.1860065405257245
16	-5960.384453100941	-5965.332287627481	5.1	-5960.384453100941	-4.947834526539336
17	-5956.949124394671	-5963.646887421171	5.1	-5956.949124394671	-6.6977630264997
18	-5956.010106555979	-5961.207828415332	5.1	-5956.010106555979	-5.197721859352518
19	-5952.944385405595	-5960.617655616106	3.1	-5952.944385405595	-7.6732702105105215
20	-5946.924148377939	-5953.937073337218	3.2	-5946.924148377939	-7.012924959279621
21	-5941.672956038004	-5946.825980228262	3.2	-5941.672956038004	-5.153024190258129
22	-5939.387405741766	-5946.210202307052	3.3	-5939.387405741766	-6.822796565285461
23	-5930.193251600217	-5937.071737159765	3.4	-5930.193251600217	-6.87848555954805
24	-5929.336273500452	-5934.604104707414	3.5	-5929.336273500452	-5.2678312069619695
25	-5925.906252108111	-5932.171899116742	3.5	-5925.906252108111	-6.265647008630001
26	-5921.193394918501	-5928.109943232502	3.6	-5921.193394918501	-6.916548314000497
27	-5920.621504726359	-5926.85987680907	3.7	-5920.621504726359	-6.238372082710661
28	-5920.59545977552	-5926.437173549163	3.7	-5920.59545977552	-5.841713773643372
29	-5920.47487524868	-5926.782884115054	3.4	-5920.47487524868	-6.308008866373861
30	-5920.14531331145	-5926.115949236939	3.5	-5920.14531331145	-5.970635925488466
31	-5919.931965618261	-5926.540126354222	3.5	-5919.931965618261	-6.608160735961304
32	-5918.820786711401	-5924.68882045806	3.6	-5918.820786711401	-5.868033746659646
33	-5918.806420726221	-5924.8535475061835	3.6	-5918.806420726221	-6.047126779961859
34	-5918.251971261282	-5923.965502316024	3.7	-5918.251971261282	-5.713531054742341
35	-5918.237883793835	-5924.049887207321	3.8	-5918.237883793835	-5.812003413486351
36	-5918.193530599631	-5924.400647883305	3.8	-5918.193530599631	-6.207117283674458
37	-5918.167476465806	-5923.954960440224	3.9	-5918.167476465806	-5.787483974417045
38	-5918.159015697419	-5924.279170937813	4.0	-5918.159015697419	-6.120155240394922
39	-5917.931461509582	-5924.024637682797	4.2	-5917.931461509582	-6.093176173215047
40	-5917.844088629001	-5924.548520922492	4.3	-5917.844088629001	-6.704432293490648
41	-5917.663312120331	-5924.009034285006	4.3	-5917.663312120331	-6.345722164675207
42	-5917.536187473075	-5923.556876182634	4.4	-5917.536187473075	-6.0206887095595985
43	-5917.525794738785	-5924.069304391077	4.5	-5917.525794738785	-6.543509652291925
44	-5917.482704025892	-5923.259999147897	4.5	-5917.482704025892	-5.7772951220053175
45	-5917.468980123799	-5923.31134664344	4.6	-5917.468980123799	-5.842366519640652
46	-5917.4574083013285	-5923.145102217335	4.7	-5917.4574083013285	-5.687693916006328
47	-5917.4536846719675	-5923.704959726351	4.8	-5917.4536846719675	-6.251275054383725
48	-5917.43844486028	-5923.044051492738	4.8	-5917.43844486028	-5.605606632458473
49	-5917.408283256635	-5923.178930687175	5.0	-5917.408283256635	-5.77064743054022
50	-5917.390881130166	-5923.954880869699	5.1	-5917.390881130166	-6.563999739532394
51	-5917.374730260228	-5923.978002850931	5.2	-5917.374730260228	-6.603272590703225
52	-5917.373086078344	-5923.196628839113	5.2	-5917.373086078344	-5.823542760768958
