Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5928.109943232502	3.6	-5921.193394918501	-6.916548314000497	
1	-5928.109943232502	3.6	-5921.193394918501	-6.916548314000497	
2	-5926.85987680907	3.7	-5920.621504726359	-6.238372082710661	
3	-5926.437173549163	3.7	-5920.59545977552	-5.841713773643372	
4	-5926.782884115054	3.4	-5920.47487524868	-6.308008866373861	
