Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-7838.1148418428875	-7846.467797555192	N	-7838.1148418428875	-8.352955712304594
1	-6623.095323644543	-6629.728810092838	2.0	-6623.095323644543	-6.633486448295215
2	-6513.401745834116	-6521.863629391672	3.0	-6513.401745834116	-8.461883557555705
3	-6487.62009688985	-6500.109195900782	4.0	-6487.62009688985	-12.489099010931406
4	-6418.943755413728	-6427.9774907892115	5.0	-6418.943755413728	-9.03373537548402
5	-6417.663545175633	-6423.64021374483	5.8	-6417.663545175633	-5.976668569197132
6	-6412.903735264346	-6420.103542074887	5.9	-6412.903735264346	-7.199806810540574
7	-6411.324653847221	-6421.575844819639	6.2	-6411.324653847221	-10.251190972418222
8	-6407.166992947694	-6415.185439745082	6.7	-6407.166992947694	-8.01844679738771
9	-6406.603841558659	-6413.836955231502	3.4	-6406.603841558659	-7.233113672842346
10	-6404.134226312314	-6411.19613114759	3.7	-6404.134226312314	-7.061904835275522
11	-6402.911144002754	-6409.2665127095115	4.0	-6402.911144002754	-6.355368706758215
12	-6400.635813499083	-6409.690397089108	4.3	-6400.635813499083	-9.054583590025135
13	-6398.611713742228	-6405.809285204437	4.7	-6398.611713742228	-7.1975714622096385
14	-6395.3927036415125	-6402.134233748821	5.0	-6395.3927036415125	-6.741530107308531
15	-6393.9364218332275	-6400.5238772685025	5.1	-6393.9364218332275	-6.587455435274974
16	-6393.755803290866	-6400.566883489269	5.3	-6393.755803290866	-6.811080198402059
17	-6393.247276705387	-6401.016688005232	5.5	-6393.247276705387	-7.769411299845572
18	-6393.189983538925	-6399.854642618734	5.7	-6393.189983538925	-6.664659079808794
19	-6393.131502079424	-6399.869761098249	5.3	-6393.131502079424	-6.738259018825062
20	-6392.682623102366	-6399.325319599799	5.3	-6392.682623102366	-6.642696497432192
21	-6392.0151886047515	-6399.973585525033	5.4	-6392.0151886047515	-7.958396920280991
22	-6391.932204587802	-6398.608265373191	5.5	-6391.932204587802	-6.6760607853891685
23	-6391.348759070932	-6398.220234887859	5.6	-6391.348759070932	-6.871475816927443
24	-6391.171281591354	-6397.662095969506	5.6	-6391.171281591354	-6.4908143781516765
25	-6390.882331183993	-6397.636132344445	5.7	-6390.882331183993	-6.753801160451798
26	-6390.811649967635	-6397.779311284203	5.8	-6390.811649967635	-6.967661316567208
27	-6390.679834348237	-6397.232588978013	5.9	-6390.679834348237	-6.5527546297758406
28	-6390.554412727661	-6397.53857162918	6.0	-6390.554412727661	-6.984158901519408
29	-6390.427250964366	-6398.127225704042	5.8	-6390.427250964366	-7.6999747396753575
30	-6390.3435779713145	-6396.875633247589	5.8	-6390.3435779713145	-6.532055276274344
31	-6390.292951594506	-6397.097972585621	5.9	-6390.292951594506	-6.805020991115275
32	-6390.281883804539	-6396.974902566237	6.0	-6390.281883804539	-6.693018761698292
33	-6390.21339412246	-6396.859910614092	6.0	-6390.21339412246	-6.646516491631573
34	-6390.163049405428	-6396.684671251403	6.1	-6390.163049405428	-6.521621845975072
35	-6390.092754533639	-6396.65180609704	6.2	-6390.092754533639	-6.55905156340123
36	-6390.08999668322	-6398.065814304819	6.3	-6390.08999668322	-7.975817621598669
37	-6390.084045550949	-6396.687589437648	6.4	-6390.084045550949	-6.603543886699309
