Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6405.809285204437	4.7	-6398.611713742228	-7.1975714622096385	
1	-6402.134233748821	5.0	-6395.3927036415125	-6.741530107308531	
2	-6402.134233748821	5.0	-6395.3927036415125	-6.741530107308531	
3	-6402.134233748821	5.0	-6395.3927036415125	-6.741530107308531	
4	-6400.5238772685025	5.1	-6393.9364218332275	-6.587455435274974	
5	-6401.016688005232	5.5	-6393.247276705387	-7.769411299845572	
