Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5402.380735600613	3.0	-5396.469687242557	-5.911048358056024	
1	-5402.380735600613	3.0	-5396.469687242557	-5.911048358056024	
2	-5402.380735600613	3.0	-5396.469687242557	-5.911048358056024	
3	-5402.380735600613	3.0	-5396.469687242557	-5.911048358056024	
4	-5402.444819619806	3.1	-5396.130402036748	-6.314417583058461	
5	-5402.444819619806	3.1	-5396.130402036748	-6.314417583058461	
6	-5400.1639361835005	3.2	-5394.484312323148	-5.679623860352423	
