Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-8289.94591061926	-8297.203194040043	N	-8289.94591061926	-7.257283420782343
1	-6515.228354761858	-6526.61305551415	2.0	-6515.228354761858	-11.384700752291852
2	-6082.075545495031	-6086.887610597167	3.0	-6082.075545495031	-4.812065102135418
3	-6066.94917005468	-6072.251437258504	4.0	-6066.94917005468	-5.3022672038238525
4	-5802.321157297721	-5805.9585028093725	5.0	-5802.321157297721	-3.6373455116513824
5	-5781.339250246628	-5784.813849265459	4.5	-5781.339250246628	-3.4745990188311753
6	-5568.2482865297	-5577.236198196864	4.3	-5568.2482865297	-8.987911667164816
7	-5494.722330562728	-5501.118282152691	4.4	-5494.722330562728	-6.395951589963477
8	-5477.319470088023	-5487.074585625393	4.5	-5477.319470088023	-9.755115537370596
9	-5463.268676636422	-5468.736311739697	2.8	-5463.268676636422	-5.467635103275356
10	-5438.638837429969	-5446.26562368164	3.0	-5438.638837429969	-7.626786251671717
11	-5408.396762763509	-5413.249175836594	2.9	-5408.396762763509	-4.852413073085025
12	-5400.094985305218	-5405.67812689673	2.9	-5400.094985305218	-5.583141591511522
13	-5396.469687242557	-5402.380735600613	3.0	-5396.469687242557	-5.911048358056024
14	-5396.130402036748	-5402.444819619806	3.1	-5396.130402036748	-6.314417583058461
15	-5394.484312323148	-5400.1639361835005	3.2	-5394.484312323148	-5.679623860352423
16	-5393.485638237951	-5399.722530829265	3.4	-5393.485638237951	-6.236892591314334
17	-5393.288616020876	-5398.859530778289	3.5	-5393.288616020876	-5.570914757412173
18	-5393.014631129291	-5400.266647391053	3.7	-5393.014631129291	-7.2520162617622965
19	-5392.624554203812	-5398.362840115948	3.7	-5392.624554203812	-5.738285912135146
20	-5392.618545494716	-5398.108786297104	3.9	-5392.618545494716	-5.490240802388169
21	-5392.219373148343	-5397.819854162396	4.0	-5392.219373148343	-5.600481014052611
22	-5392.199284849972	-5397.685335766676	4.1	-5392.199284849972	-5.486050916703532
23	-5392.1884644633765	-5398.071131066257	4.3	-5392.1884644633765	-5.882666602880837
24	-5392.184347874909	-5397.634023513983	4.4	-5392.184347874909	-5.449675639074076
25	-5392.151220160113	-5397.623230105429	4.6	-5392.151220160113	-5.472009945316394
26	-5392.148348554555	-5398.207095236656	4.8	-5392.148348554555	-6.058746682100818
27	-5392.054813284356	-5397.544217764585	4.9	-5392.054813284356	-5.489404480228842
28	-5392.051235289809	-5397.747130313873	5.1	-5392.051235289809	-5.695895024064239
29	-5391.965905673906	-5397.47946663813	5.8	-5391.965905673906	-5.513560964224537
30	-5391.964195922361	-5397.594146551993	6.0	-5391.964195922361	-5.629950629631887
31	-5391.920448390712	-5397.409006852666	6.2	-5391.920448390712	-5.488558461953142
32	-5391.917326933039	-5397.740353912997	6.4	-5391.917326933039	-5.8230269799583905
33	-5391.914774934064	-5397.4312035152525	6.6	-5391.914774934064	-5.516428581189036
34	-5391.854365852527	-5397.478113853941	6.8	-5391.854365852527	-5.623748001413956
35	-5391.822495166062	-5398.174610655657	7.0	-5391.822495166062	-6.352115489594768
36	-5391.815665105447	-5397.886549656075	7.2	-5391.815665105447	-6.070884550627902
