"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-6401.0230289887,5.89447230008329,0.00000000242838432882332,9.60239557947516
"2","GTR","relaxed_log_normal","yule",-6418.13250300477,7.01285008795219,9.01088128616596e-17,12.5208583490936
"3","GTR","strict","birth_death",-6410.21847601048,6.16992670856555,2.4648217713006e-13,4.33391420936248
"4","GTR","strict","yule",-6417.52598118077,7.07519508171183,1.65263272934216e-16,11.4793157817276
"5","HKY","relaxed_log_normal","birth_death",-6406.74641165686,5.59008014793485,7.93750315560839e-12,15.2105631323663
"6","HKY","relaxed_log_normal","yule",-6397.64788816845,5.01215906180943,0.0000000709777871612964,7.59204378168646
"7","HKY","strict","birth_death",-6402.18803954845,6.24275824392652,0.000000000757460105649182,6.07519002377056
"8","HKY","strict","yule",-6390.04513775501,3.81156519961445,0.000142218144213548,7.6319179840627
"9","JC69","relaxed_log_normal","birth_death",-6388.52341555412,5.46663859786812,0.000651374214000997,6.46274146844049
"10","JC69","relaxed_log_normal","yule",-6381.19455021452,3.61187834530759,0.992467599980788,4.97141028757543
"11","JC69","strict","birth_death",-6386.18687765259,4.32678050489521,0.00673869933364374,8.04978914040859
"12","TN93","relaxed_log_normal","birth_death",-6398.39709607739,5.31641803840756,0.0000000335541000217956,7.28549650591183
"13","TN93","relaxed_log_normal","yule",-6402.4288502617,5.25970385366745,0.000000000595356363752985,13.0694331649305
"14","TN93","strict","birth_death",-6417.86719840149,7.29077725174164,1.17486399166486e-16,8.34474485216152
"15","TN93","strict","yule",-6407.01284773594,6.09507507203131,6.08096063511112e-12,6.31552011687004
