Sample	posterior	ESS(posterior)	likelihood	prior
0	-11392.792182407768	N	-11386.300781738144	-6.491400669622879
1000	-6778.846628392858	2.0	-6777.089961068286	-1.7566673245722975
2000	-6779.178475269442	3.0	-6777.923637836876	-1.254837432565839
3000	-6779.091990487887	4.0	-6776.095129784289	-2.99686070359825
4000	-6778.327172125753	5.0	-6776.615568507891	-1.7116036178619416
5000	-6779.544813908555	6.0	-6776.857597284153	-2.687216624402475
6000	-6778.554573135292	7.0	-6776.912927278019	-1.6416458572729677
7000	-6779.927112971972	8.0	-6778.075721250853	-1.851391721118421
8000	-6783.932276710611	9.0	-6782.998709795791	-0.9335669148200596
9000	-6781.569206645508	4.9	-6779.6058441081295	-1.9633625373782244
10000	-6778.92697264216	7.8	-6777.138695518059	-1.7882771241010897
11000	-6777.941951404935	9.6	-6776.291959481414	-1.649991923520865
12000	-6780.320908704335	11.9	-6778.655999197517	-1.6649095068174866
13000	-6781.083688877014	13.0	-6778.760862787625	-2.3228260893882213
14000	-6780.096584092299	14.0	-6778.363757932236	-1.7328261600634476
15000	-6782.437779089654	13.0	-6779.848335472831	-2.589443616823136
16000	-6779.181850070489	15.4	-6777.029750076059	-2.1520999944301944
17000	-6779.947308394382	16.3	-6778.426914159667	-1.5203942347153938
18000	-6783.3211246269	18.0	-6780.712411838265	-2.6087127886350774
19000	-6791.062862904997	13.5	-6790.068929565707	-0.993933339290483
20000	-6779.351971190354	15.7	-6777.561635245982	-1.7903359443719689
21000	-6779.440464865381	20.0	-6777.921652649383	-1.5188122159979645
22000	-6780.258488843299	21.0	-6778.424365125967	-1.8341237173327016
23000	-6780.604794980558	22.0	-6778.333986802824	-2.2708081777340072
24000	-6781.346063042232	23.0	-6778.244321932299	-3.1017411099341428
25000	-6783.460107429263	24.0	-6782.061860033399	-1.3982473958636308
26000	-6780.494500338009	25.0	-6778.154200047549	-2.340300290459468
27000	-6781.353495445252	26.0	-6779.416960794858	-1.9365346503941012
28000	-6780.5966181723625	27.0	-6778.812141374711	-1.7844767976508253
29000	-6779.998253371035	27.0	-6777.697939466654	-2.3003139043814245
30000	-6779.950865802947	28.0	-6778.416115148123	-1.534750654823728
31000	-6781.741418740329	29.0	-6779.280736553785	-2.4606821865449575
32000	-6778.831795343233	30.0	-6777.088076053891	-1.743719289341818
33000	-6782.503795256243	31.0	-6780.064939199733	-2.4388560565101747
34000	-6779.770925499897	32.0	-6777.807002293799	-1.9639232060977272
35000	-6780.082468154119	33.0	-6778.36902619481	-1.713441959308272
36000	-6778.444803050319	34.0	-6776.614424735823	-1.8303783144958965
37000	-6779.105157825672	35.0	-6777.406495806088	-1.6986620195836264
38000	-6784.886704398343	36.0	-6783.068928886481	-1.8177755118609138
39000	-6779.116747361383	36.0	-6777.061523279281	-2.055224082102191
40000	-6781.730748233486	37.0	-6780.166006508134	-1.564741725352199
41000	-6783.545369429947	38.0	-6780.254118908828	-3.291250521119115
42000	-6779.527558163766	39.0	-6777.675617212426	-1.8519409513399157
43000	-6784.414593077133	40.0	-6782.269909968161	-2.1446831089712073
44000	-6778.79449047604	41.0	-6776.630617242197	-2.1638732338422684
45000	-6779.908315057441	42.0	-6777.772119969234	-2.136195088206101
46000	-6778.689135165163	43.0	-6776.708139824043	-1.9809953411190813
47000	-6779.807019206035	44.0	-6778.246585440088	-1.5604337659466363
48000	-6780.867055266922	45.0	-6778.574813593943	-2.2922416729788373
49000	-6779.591647482906	45.0	-6777.827156335101	-1.7644911478051717
50000	-6779.700915427809	46.0	-6777.296302831351	-2.4046125964590037
51000	-6780.514629094581	47.0	-6778.227740872543	-2.286888222038359
52000	-6780.988440409332	48.0	-6778.7881196104845	-2.2003207988472657
53000	-6780.1732873430265	49.0	-6779.032693070561	-1.1405942724653877
54000	-6780.53271353026	50.0	-6778.516676532752	-2.0160369975072316
55000	-6782.617643327557	51.0	-6778.762214036396	-3.8554292911614056
56000	-6780.139294779736	52.0	-6778.29267155107	-1.8466232286655604
57000	-6782.002384806354	53.0	-6779.780584117214	-2.221800689139859
58000	-6779.234832680217	54.0	-6777.089896158933	-2.1449365212841767
59000	-6783.960793120088	54.0	-6782.206377846218	-1.7544152738702556
60000	-6780.001560111636	55.0	-6777.297734960006	-2.70382515162967
61000	-6781.8740196314875	56.0	-6780.2962003230705	-1.5778193084167231
62000	-6783.262753609269	57.0	-6779.61407315078	-3.6486804584880144
63000	-6778.674592158067	58.0	-6777.139559972358	-1.5350321857089988
64000	-6780.093246086398	59.0	-6778.0359097749115	-2.0573363114865155
65000	-6782.008817509731	60.0	-6779.779796270308	-2.229021239422784
66000	-6780.500419513138	61.0	-6777.104592940107	-3.395826573030341
67000	-6779.688651069608	62.0	-6777.64074738027	-2.047903689337839
68000	-6778.282854623836	63.0	-6776.721719292569	-1.5611353312670992
69000	-6779.926647258289	63.0	-6778.56166474388	-1.3649825144095575
70000	-6778.051791896526	64.0	-6776.397743950733	-1.6540479457930983
71000	-6782.731587110652	65.0	-6780.214711343553	-2.5168757670987256
72000	-6779.012090681291	66.0	-6776.490459621777	-2.5216310595143634
73000	-6780.684290236116	67.0	-6777.6222543131535	-3.0620359229624055
74000	-6779.864270430845	68.0	-6777.950822305638	-1.913448125206917
75000	-6779.913148007653	69.0	-6778.150528960596	-1.7626190470572611
76000	-6781.039236023773	70.0	-6779.477403537717	-1.5618324860559114
77000	-6780.234854938939	71.0	-6778.46969383257	-1.7651611063697459
78000	-6783.482819318192	72.0	-6781.071355362022	-2.4114639561699227
79000	-6778.489873841425	72.0	-6776.834305803477	-1.6555680379476732
80000	-6778.686768356196	73.0	-6777.1208863981155	-1.5658819580799608
81000	-6780.468025503434	74.0	-6779.242601700779	-1.2254238026543463
82000	-6779.561069083507	75.0	-6777.353134512952	-2.207934570555334
83000	-6781.290132614571	76.0	-6779.055143153126	-2.2349894614452106
84000	-6780.987260056699	77.0	-6779.144185604906	-1.84307445179292
85000	-6780.90477276696	78.0	-6778.053052240324	-2.851720526636551
86000	-6782.641580927465	79.0	-6780.771368699124	-1.8702122283414186
87000	-6780.811307872064	80.0	-6778.849029823894	-1.9622780481704638
88000	-6778.510571973501	81.0	-6776.777277798778	-1.7332941747225161
89000	-6779.588950225662	81.0	-6778.1039384608985	-1.4850117647638843
90000	-6782.04453128201	82.0	-6779.713033629992	-2.3314976520175
91000	-6783.920429943725	83.0	-6781.242794920744	-2.677635022981309
92000	-6779.2339518010585	84.0	-6777.403398523279	-1.8305532777793472
93000	-6780.2911330516645	85.0	-6778.478454348961	-1.8126787027028182
94000	-6778.778760267577	86.0	-6776.79211955142	-1.9866407161568924
95000	-6780.49561914161	87.0	-6778.208795920494	-2.286823221117147
96000	-6782.468019450693	88.0	-6779.398153599025	-3.0698658516680277
97000	-6782.149149505153	89.0	-6777.751075060612	-4.398074444541511
98000	-6782.553727211936	90.0	-6780.646827516484	-1.9068996954517718
99000	-6780.421784040412	90.0	-6778.188117987019	-2.233666053392907
100000	-6780.826298495341	91.0	-6778.007935472014	-2.8183630233273576
101000	-6780.082342522129	92.0	-6778.300815431388	-1.7815270907402176
102000	-6784.495141873825	93.0	-6782.532188851841	-1.962953021983525
103000	-6784.6223117908185	94.0	-6782.991735786332	-1.6305760044863993
104000	-6778.927259713174	95.0	-6777.477536568971	-1.4497231442029785
105000	-6783.868561821948	96.0	-6778.481070040778	-5.387491781170159
