#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:twin_alignment_1" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:twin_alignment_1" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:twin_alignment_1" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.twin_alignment_1" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:twin_alignment_1" name="distribution" x="@birthRate.t:twin_alignment_1">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:twin_alignment_1" name="distribution">
#            <parameter id="kappa1.s:twin_alignment_1" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:twin_alignment_1" name="distribution">
#            <parameter id="kappa2.s:twin_alignment_1" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@twin_alignment_1" id="treeLikelihood.twin_alignment_1" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:twin_alignment_1">
#            <siteModel id="SiteModel.s:twin_alignment_1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:twin_alignment_1" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:twin_alignment_1" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:twin_alignment_1" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:twin_alignment_1" kappa1="@kappa1.s:twin_alignment_1" kappa2="@kappa2.s:twin_alignment_1" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:twin_alignment_1" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:twin_alignment_1" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:twin_alignment_1" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:twin_alignment_1" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
27000	-15311.407713998773	-15310.371053072762	-1.036660926010287	-15310.371053072762	0.9291161340354896	1.021639892088347	1.0989118415565131	0.2519283655989299	0.26115581974572544	0.2538839620286664	0.23303185262667833	1.932159376361068	2.8360721097935873
28000	-15310.91869518893	-15309.686887745407	-1.231807443522896	-15309.686887745407	0.9032340628326678	1.021639892088347	1.0989118415565131	0.2589500002325964	0.25413418511205893	0.2538839620286664	0.23303185262667833	1.737012858848459	3.384980104066363
29000	-15309.431978065139	-15307.476887017498	-1.9550910476408618	-15307.476887017498	0.9223754493601778	1.021639892088347	1.0989118415565131	0.2589500002325964	0.25413418511205893	0.2538839620286664	0.23303185262667833	1.0137292547304932	2.0543964667050516
30000	-15306.902187754324	-15306.674971519275	-0.22721623504894906	-15306.674971519275	0.8157299650911226	1.021639892088347	1.0989118415565131	0.25832051150916	0.2547636738354953	0.2538839620286664	0.23303185262667833	2.741604067322406	3.299153935935923
31000	-15309.822274572682	-15308.714748349792	-1.107526222889613	-15308.714748349792	0.8622524072846778	1.021639892088347	1.0989118415565131	0.25832051150916	0.2533652612502941	0.2552823746138676	0.23303185262667833	1.861294079481742	2.5243671907833454
32000	-15307.050241712388	-15306.21324134922	-0.8370003631675069	-15306.21324134922	0.8625433190288608	1.021639892088347	1.0989118415565131	0.24685142705528057	0.2600528570352795	0.26006386328276165	0.23303185262667833	2.131819939203848	2.3618578718634655
33000	-15311.19424373908	-15309.834599131002	-1.3596446080795928	-15309.834599131002	0.9225153761427315	1.021639892088347	1.0989118415565131	0.24685142705528057	0.2600528570352795	0.26006386328276165	0.23303185262667833	1.6091756942917623	2.5503401246708646
34000	-15312.757901401297	-15312.266881707075	-0.4910196942227798	-15312.266881707075	0.8817418301942223	1.0314386349482878	1.030965160282227	0.2471662601548536	0.2600528570352795	0.2597490301831886	0.23303185262667833	2.4558706746872057	2.932009735124042
35000	-15313.386061975743	-15311.931659228863	-1.4544027468803535	-15311.931659228863	0.967528790033383	1.0314386349482878	1.030965160282227	0.2471662601548536	0.2600528570352795	0.2597490301831886	0.23303185262667833	1.492487622029632	2.7566903968306233
36000	-15309.259459827408	-15308.033794507824	-1.225665319584334	-15308.033794507824	0.9376551280393034	0.9353273553379459	1.0720362780446984	0.2471662601548536	0.26379328389792306	0.2500857043202032	0.23895475162702018	1.7024500563656542	2.4405495463609674
37000	-15304.52605896796	-15303.76884947145	-0.7572094965113607	-15303.76884947145	0.8892516845976521	0.9998912217081632	1.065222406960268	0.25911555925511237	0.2518439847976643	0.2500857043202032	0.23895475162702018	2.1909391076156606	2.5155738614660157
38000	-15305.08201410647	-15303.481032801848	-1.6009813046218275	-15303.481032801848	0.857946239531685	0.9998912217081632	1.065222406960268	0.25911555925511237	0.2518439847976643	0.2500857043202032	0.23895475162702018	1.3471672995051938	2.0888170570073323
39000	-15312.01175536356	-15310.505201345712	-1.5065540178471717	-15310.505201345712	0.8482979303901986	0.9737676492487763	1.065222406960268	0.25911555925511237	0.2518439847976643	0.2500857043202032	0.23895475162702018	1.4322901466596072	2.0996454505319013
40000	-15307.633780097054	-15306.685743985385	-0.9480361116691769	-15306.685743985385	0.9363317254494576	0.9737676492487763	1.0545533505074307	0.25911555925511237	0.2518439847976643	0.2500857043202032	0.23895475162702018	1.9868095554964418	2.9363306878295186
41000	-15306.405507092431	-15305.086702427705	-1.318804664726472	-15305.086702427705	0.8917180122489003	0.9737676492487763	1.0545533505074307	0.2575106407370335	0.25344890331574316	0.2500857043202032	0.23895475162702018	1.6160410024391467	4.609050756173469
42000	-15314.002094842786	-15312.573293961032	-1.4288008817551578	-15312.573293961032	0.9275213219346828	0.9737676492487763	1.0418090675677614	0.2575106407370335	0.25344890331574316	0.24068917486366287	0.24835128108356053	1.5013016541220656	4.064249105909197
43000	-15306.105578452922	-15303.365854493406	-2.7397239595158673	-15303.365854493406	0.8646769556177091	0.9737676492487763	1.0418090675677614	0.2575106407370335	0.2546666720743924	0.24068917486366287	0.2471335123249113	0.19037857636135636	1.794152613824865
44000	-15305.056140130508	-15303.743829624953	-1.3123105055554698	-15303.743829624953	0.9147713094192436	0.9737676492487763	1.0418090675677614	0.2575106407370335	0.2546666720743924	0.24068917486366287	0.2471335123249113	1.6177920303217537	3.679757204063685
45000	-15310.03891462784	-15309.163137919806	-0.8757767080340619	-15309.163137919806	0.8681459204922811	0.9737676492487763	1.0418090675677614	0.2575106407370335	0.2546666720743924	0.24068917486366287	0.2471335123249113	2.0543258278431615	2.8627686740478913
46000	-15307.068389946495	-15307.214160163303	0.14577021680816737	-15307.214160163303	0.8246528259199017	0.9737676492487763	1.0418090675677614	0.25307715478544013	0.2591001580259858	0.24068917486366287	0.2471335123249113	3.075872752685391	3.2573998635848698
47000	-15307.097602822	-15305.66995096955	-1.4276518524484845	-15305.66995096955	0.9265696516208881	0.9737676492487763	1.0418090675677614	0.25307715478544013	0.2591001580259858	0.24068917486366287	0.2471335123249113	1.502450683428739	3.4791541096850693
48000	-15314.791357648872	-15313.17348846717	-1.6178691817012967	-15313.17348846717	0.9088274522190476	0.9737676492487763	0.9868983436193312	0.2562952086302206	0.2509235747449064	0.24564770429996177	0.2471335123249113	1.2922592802230053	4.6251775601782805
49000	-15306.740024718092	-15305.461783522253	-1.2782411958395532	-15305.461783522253	0.9624145333174619	0.9737676492487763	0.9868983436193312	0.2562952086302206	0.2509235747449064	0.24564770429996177	0.2471335123249113	1.6318872660847488	3.109325211796876
50000	-15306.660827687338	-15305.706965666272	-0.9538620210651605	-15305.706965666272	0.9120966561881717	0.9737676492487763	0.9868983436193312	0.2562952086302206	0.2509235747449064	0.24564770429996177	0.2471335123249113	1.9562664408591415	2.497547190817511
51000	-15308.880470313428	-15308.963841674364	0.08337136093521891	-15308.963841674364	0.7908066496263302	0.9737676492487763	0.9868983436193312	0.2562952086302206	0.2509235747449064	0.24564770429996177	0.2471335123249113	2.993499822859521	3.624112439174214
52000	-15305.676650543886	-15305.308129380623	-0.3685211632645331	-15305.308129380623	0.8803927546334244	0.9737676492487763	0.9868983436193312	0.2562952086302206	0.2509235747449064	0.24564770429996177	0.2471335123249113	2.541607298659769	3.619741235630196
53000	-15313.306841637883	-15311.431169683308	-1.8756719545745446	-15311.431169683308	0.8681098872311824	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.2601120156708888	0.24564770429996177	0.2471335123249113	1.0344565073497574	4.333110793035228
54000	-15306.75382651229	-15306.224735982743	-0.5290905295454513	-15306.224735982743	0.8322258053128412	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.25307457675831085	0.25268514321253976	0.2471335123249113	2.3810379323788506	2.628526408903926
55000	-15305.432889759504	-15304.42112467348	-1.011765086024344	-15304.42112467348	0.8773225556755558	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.25307457675831085	0.25268514321253976	0.2471335123249113	1.898363375899958	4.089921714757165
56000	-15302.631849886198	-15301.595735648727	-1.0361142374712984	-15301.595735648727	0.8987519719236583	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.25307457675831085	0.25268514321253976	0.2471335123249113	1.8740142244530036	3.768088484879425
57000	-15308.932518445223	-15307.616990933242	-1.3155275119813175	-15307.616990933242	0.9060865548101329	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.25307457675831085	0.25268514321253976	0.2471335123249113	1.5946009499429845	2.2518030732729692
58000	-15307.158585085344	-15307.154745133506	-0.0038399518373399832	-15307.154745133506	0.8444893181105252	0.9737676492487763	0.9868983436193312	0.2471067677042382	0.25307457675831085	0.25268514321253976	0.2471335123249113	2.906288510086962	3.3277847651912533
59000	-15307.564273886685	-15306.431737645644	-1.1325362410405495	-15306.431737645644	0.9315705634306336	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.25102393326732825	0.25268514321253976	0.2471335123249113	1.7775922208837525	4.030567116792292
60000	-15302.926187187302	-15302.098847808023	-0.8273393792792005	-15302.098847808023	0.9253529150478139	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.25102393326732825	0.25268514321253976	0.2471335123249113	2.0827890826451014	2.86596086200992
61000	-15308.720014129864	-15307.95557648074	-0.764437649124263	-15307.95557648074	0.8798940141186663	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.25102393326732825	0.25268514321253976	0.2471335123249113	2.145690812800039	2.72052472910877
62000	-15303.680811689092	-15302.670048487691	-1.0107632014011243	-15302.670048487691	0.9283917400184498	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	1.8993652605231777	2.860509039860009
63000	-15310.391838987238	-15307.875176468493	-2.5166625187449227	-15307.875176468493	0.8698894782466389	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	0.39346594317937944	1.783113218617702
64000	-15300.940082785057	-15300.619858044987	-0.32022474007027335	-15300.619858044987	0.861241564342183	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	2.5899037218540286	2.7536765287347627
65000	-15302.267757087395	-15301.646719619335	-0.6210374680586723	-15301.646719619335	0.8956028481164988	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	2.2890909938656296	2.7281485934335707
66000	-15304.138976544475	-15302.012917446747	-2.1260590977272944	-15302.012917446747	0.9051272289376778	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	0.7840693641970073	4.486034368368801
67000	-15306.644537199458	-15303.933286541762	-2.7112506576962794	-15303.933286541762	0.9082138542447583	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	0.19887780422802237	5.0282059187839705
68000	-15303.802567342444	-15302.925621220102	-0.8769461223413189	-15302.925621220102	0.907628521480291	0.9737676492487763	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	2.033182339582983	3.809322605599259
69000	-15312.482478522112	-15311.764388680118	-0.7180898419930313	-15311.764388680118	0.8782262109553195	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	2.207637281500501	3.230370046726867
70000	-15310.036481409958	-15308.977350772186	-1.0591306377724403	-15308.977350772186	0.9392111407593713	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	1.8665964857210922	3.5751650927891334
71000	-15302.728835400207	-15300.602430765726	-2.1264046344800587	-15300.602430765726	0.9269888781956093	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	0.7993224890134738	2.0397057848770426
72000	-15312.361755809596	-15311.92154635243	-0.4402094571645194	-15311.92154635243	0.8150592338063414	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	2.485517666329013	3.1824614550057
73000	-15306.50046996043	-15304.236242138724	-2.264227821705623	-15304.236242138724	0.8412574216111564	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	0.6614993017879094	5.080357250149972
74000	-15310.460371296133	-15309.493666043103	-0.9667052530292417	-15309.493666043103	0.9340096015133806	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.25268514321253976	0.24706958618102903	1.9590218704642908	2.4690936690473735
75000	-15305.380873729831	-15304.895944655509	-0.48492907432228316	-15304.895944655509	0.902447049844063	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.2457318902204982	0.2540228391730706	2.4407980491712493	2.8276600062278185
76000	-15305.780024469053	-15305.524267475015	-0.25575699403885066	-15305.524267475015	0.8460127392179637	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.2457318902204982	0.2540228391730706	2.669970129454682	2.9483489242817753
77000	-15311.370702265285	-15310.68876682377	-0.681935441513899	-15310.68876682377	0.8916822824661949	1.017262103287744	0.9868983436193312	0.24915741119522078	0.2510878594112105	0.2457318902204982	0.2540228391730706	2.2437916819796335	3.5032019338780387
78000	-15306.429430157226	-15306.286539956198	-0.14289020102841543	-15306.286539956198	0.8438987130813916	1.017262103287744	1.081708670112575	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	2.817778138129836	2.9031171394969912
79000	-15313.55166359545	-15312.417167995574	-1.1344955998761923	-15312.417167995574	1.0024149083428924	1.017262103287744	1.081708670112575	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	1.8261727392820593	3.2664382933213902
80000	-15313.949352733223	-15310.980312039754	-2.969040693469821	-15310.980312039754	0.9454309059020726	1.017262103287744	1.1000609960276697	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	-0.0013795614643079546	4.670269346727596
81000	-15315.80008871905	-15314.501943612891	-1.2981451061590048	-15314.501943612891	0.9106170864072957	1.017262103287744	1.1000609960276697	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	1.6695160258465078	3.6835737794791568
82000	-15305.81544732193	-15305.636985018726	-0.1784623032029653	-15305.636985018726	0.826480438099284	1.017262103287744	1.1000609960276697	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	2.7891988288025473	3.316323745324644
83000	-15312.062157512793	-15310.76386193155	-1.298295581244229	-15310.76386193155	0.868685185497589	1.017262103287744	1.1000609960276697	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	1.6693655507612837	4.244192702587997
84000	-15305.896515420454	-15305.095916053566	-0.800599366889071	-15305.095916053566	0.8925890460339406	1.017262103287744	1.1000609960276697	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	2.1670617651164417	2.751150101604806
85000	-15303.66660414141	-15303.254434854873	-0.4121692865371158	-15303.254434854873	0.8395703107805053	1.017262103287744	1.0871399788822265	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	2.550561893884625	3.8655807261915176
86000	-15308.20012891294	-15306.67718413149	-1.5229447814508368	-15306.67718413149	0.9329876325586355	1.017262103287744	1.0871399788822265	0.24915741119522078	0.24914104573842513	0.24767870389328356	0.2540228391730706	1.439786398970904	4.15399853870758
