#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_evidence" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_evidence" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_evidence" name="distribution" x="@birthRate.t:alignment_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:alignment_evidence" name="distribution">
#            <parameter id="kappa1.s:alignment_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:alignment_evidence" name="distribution">
#            <parameter id="kappa2.s:alignment_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment_evidence" name="distribution">
#            <parameter id="ucldStdev.c:alignment_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_evidence" id="treeLikelihood.alignment_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_evidence">
#            <siteModel id="SiteModel.s:alignment_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:alignment_evidence" kappa1="@kappa1.s:alignment_evidence" kappa2="@kappa2.s:alignment_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:alignment_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment_evidence" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment_evidence">
#                <LogNormal S="@ucldStdev.c:alignment_evidence" id="LogNormalDistributionModel.c:alignment_evidence" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.6" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="8" id="rateCategories.c:alignment_evidence" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
14	-6660.107577303944	-6665.922918751103	-6660.107577303944	-5.815341447159065	-6660.107577303944	0.7833392641130742	1.109179581172392	0.933278191686681	0.2766982623366588	0.24457783183055665	0.23019485023617337	0.2485290555966112	0.14258478573313726	1.0120196820017286	0.005801534168209517	0.07478940803526889	-3.418292730073099	0.8956399488733876
15	-6655.41001308145	-6664.483981047015	-6655.41001308145	-9.073967965564849	-6655.41001308145	1.504714010741683	1.6798897633638423	0.9928525489967382	0.2767931085603304	0.23668668991121392	0.23364509433036032	0.25287510719809536	0.32416048631090016	1.0434439072818293	0.09890211232609855	0.2871934882891878	-5.570463237487061	1.2937849817687301
16	-6648.5258094552555	-6656.1104181762985	-6648.5258094552555	-7.584608721042708	-6648.5258094552555	1.3497022253264508	1.0847474571895566	1.1417826652193426	0.2711324111941895	0.24265933682885907	0.23364509433036032	0.2525631576465911	0.20461688273936218	0.9391539573924174	0.03131648392732876	0.18917075913784756	-4.791477657264701	0.6566835095320137
17	-6635.125730570253	-6641.8861149991135	-6635.125730570253	-6.7603844288602115	-6635.125730570253	1.0732295070363662	1.0847474571895566	1.009987886875064	0.2711324111941895	0.25034423772390163	0.24271164297174688	0.23581170811016197	0.07955555306979858	1.0065301443451349	0.00973051014981245	0.09916531241935814	-4.779406169912902	0.5442620201016978
18	-6634.9953766567	-6642.526469394114	-6634.9953766567	-7.531092737414488	-6634.9953766567	1.199522922784715	0.6257213124348364	0.8850601168451193	0.2551518453497237	0.2506950960605357	0.24330430678749423	0.2508487518022463	0.18275501973805655	0.9307665122833555	0.024745043827703293	0.17734818940043465	-5.069618219779693	1.0786417797089192
19	-6628.272678427381	-6635.850985079633	-6628.272678427381	-7.578306652251902	-6628.272678427381	1.075946825879917	0.8705902313949421	0.6589774155988362	0.2551518453497237	0.2506950960605357	0.24330430678749423	0.2508487518022463	0.1961617234908517	1.008390282688262	0.03167825155380215	0.16869764059908224	-5.049731190948518	0.4658597142071182
20	-6626.968866030361	-6633.479404141374	-6626.968866030361	-6.51053811101339	-6626.968866030361	1.017007636730762	0.806347744814012	1.1118371262647715	0.2606082394898142	0.2558982220090654	0.24451602845272408	0.23897751004839624	0.0230958619561064	1.0126263738231434	1.9812600067039494E-4	0.013953490519781382	-5.3027344439238995	0.4073592762427188
21	-6624.956563081784	-6630.342099658247	-6624.956563081784	-5.385536576463428	-6624.956563081784	1.016615758122748	1.2560664079121917	1.1118371262647715	0.2616921474317577	0.2558982220090654	0.24451602845272408	0.23789360210645272	0.015648464110063	1.005652377148613	2.289284052413047E-4	0.015087580880401474	-4.215089992282461	0.7684489762155513
22	-6623.576700737289	-6630.441388783132	-6623.576700737289	-6.864688045843437	-6623.576700737289	1.0248222826362274	1.1644663582664665	0.963103010198632	0.2630226114006475	0.24597752458210867	0.24368053088891636	0.24731933312832743	0.2016959909937213	1.0160242675149207	0.026805159164551586	0.16029671428588207	-4.121434123063333	0.8203740397342534
23	-6623.287300308289	-6631.579170382769	-6623.287300308289	-8.29187007448024	-6623.287300308289	1.0949349234651173	1.1555645842581685	1.0929879534164884	0.2630226114006475	0.24597752458210867	0.24368053088891636	0.24731933312832743	0.2530779695666848	1.0586835931725533	0.06987177931448504	0.2577149861410978	-5.265462089094369	0.4127418662194326
24	-6622.662839186523	-6628.140168692391	-6622.662839186523	-5.477329505867424	-6622.662839186523	1.0561855907849245	1.1555645842581685	1.100514042448077	0.25058959371640405	0.2466585896051504	0.24721133137211437	0.25554048530633106	0.014500709171110236	1.0070026445263607	1.4028395226419968E-4	0.01171894654114157	-4.389270732576545	0.6877407923472012
25	-6622.371399701124	-6629.778723320196	-6622.371399701124	-7.40732361907249	-6622.371399701124	1.072960398585268	1.1555645842581685	1.0199367735625602	0.25111663105756427	0.2541974957823318	0.23914538785377276	0.25554048530633106	0.033465413812009646	0.9850401651400397	1.8777645347990793E-4	0.013868405534870929	-5.914750614855206	2.0522477620721293
26	-6622.364101967506	-6629.228009870732	-6622.364101967506	-6.863907903226351	-6622.364101967506	1.0652389994621543	1.0478624556447913	1.0199367735625602	0.25111663105756427	0.2541974957823318	0.23914538785377276	0.25554048530633106	0.1631131428575255	0.9950246456841512	0.0350427860064892	0.19047555386651127	-4.3438236401777015	1.1025386615849082
27	-6620.983042531313	-6627.177900344264	-6620.983042531313	-6.194857812951377	-6620.983042531313	0.9557079405281423	1.0478624556447913	1.0199367735625602	0.25209576218858387	0.25513661887970396	0.24342764510540393	0.24933997382630813	0.126359754984459	1.077559975268009	0.021835880408515973	0.13839862868530847	-3.888557008332772	0.9246009781417645
28	-6620.687982866711	-6627.868206735692	-6620.687982866711	-7.180223868981186	-6620.687982866711	0.9627559522853737	1.0478624556447913	1.0199367735625602	0.25281691963895503	0.25149998172445875	0.2440743787729741	0.251608719863612	0.088407098866566	1.0142235983710426	0.00714845378672849	0.08438195433133547	-5.13774760753419	1.8317046262392698
29	-6620.570346037698	-6627.509543598305	-6620.570346037698	-6.939197560606414	-6620.570346037698	1.0634369400313908	1.0478624556447913	1.0199367735625602	0.24965984158785123	0.24928891925064392	0.24944251929789274	0.251608719863612	0.1816880429795558	0.9903818303241729	0.02523551529880505	0.16218232759615447	-4.320822376958892	1.141126548031783
30	-6620.188013296179	-6627.403777770554	-6620.188013296179	-7.215764474375689	-6620.188013296179	1.0227999446858576	1.0477314507510918	0.9956080748763875	0.24965984158785123	0.24928891925064392	0.24944251929789274	0.251608719863612	0.14837623728470853	1.0284240863085647	0.030753698075440022	0.17705177611002015	-4.78672366287531	1.816803144544838
31	-6620.041769707764	-6626.798081690457	-6620.041769707764	-6.756311982693675	-6620.041769707764	1.0500158541463924	1.1450360899663432	0.9956080748763875	0.2477196513052325	0.25122910953326266	0.24944251929789274	0.251608719863612	0.16017130865916349	1.0198839742358365	0.023312086605604233	0.14582264312800275	-4.224023465199528	0.7521938534432
32	-6620.017880198117	-6627.377883645892	-6620.017880198117	-7.360003447774823	-6620.017880198117	1.1487719286341067	1.1388886181131077	0.9956080748763875	0.2480303852797538	0.25091837555874136	0.24944251929789274	0.251608719863612	0.1321224194469515	0.9468520094830759	0.014051143829530934	0.12296473153023174	-4.992189797468312	0.5006504917549188
33	-6619.988839296355	-6626.4823876311	-6619.988839296355	-6.493548334745006	-6619.988839296355	1.060713200586368	1.1388886181131077	0.9956080748763875	0.24836783577648408	0.25000479870897957	0.2503560961476545	0.2512712693668817	0.11735560472748516	1.0194630990806914	0.025087043812759512	0.1548358713886402	-4.218968103960989	0.7699329342935397
34	-6619.714022591818	-6627.0495396511305	-6619.714022591818	-7.335517059312222	-6619.714022591818	1.0675329439680514	1.1235527814661446	0.9956080748763875	0.24836783577648408	0.25000479870897957	0.2503560961476545	0.2512712693668817	0.24257980713789667	0.9474360723231185	0.032395608919366985	0.18273874247966845	-4.4046824904497255	0.9830170150063192
35	-6619.6961560834625	-6627.124815365847	-6619.6961560834625	-7.428659282384211	-6619.6961560834625	1.0700198276707704	1.0864535642258597	0.9956080748763875	0.25360979096860636	0.25000479870897957	0.24511414095553224	0.2512712693668817	0.2564081089631168	0.9318277026885752	0.04136121317050561	0.22426775055414894	-4.450321465150605	1.0301940261561313
36	-6619.692868526349	-6627.855777214824	-6619.692868526349	-8.162908688475298	-6619.692868526349	1.1417869582945086	1.0864535642258597	0.9956080748763875	0.25158502383290776	0.25000479870897957	0.24607291417659746	0.25233726328151507	0.3292525792877337	0.8755130695269366	0.05530756220191065	0.24484016324117402	-4.8787033672096465	0.6162069638034258
37	-6619.686164263713	-6628.271681560705	-6619.686164263713	-8.585517296991585	-6619.686164263713	1.1397435994779614	1.0864535642258597	0.9868674218337437	0.2492317271535495	0.25000479870897957	0.24607291417659746	0.25469055996087336	0.3030386266351589	0.932869299429425	0.10474710989598782	0.3314676226069944	-5.411274643969085	1.6126948029274342
38	-6619.6160027633705	-6630.697416321002	-6619.6160027633705	-11.08141355763144	-6619.6160027633705	1.1215999731340904	1.0864535642258597	0.9868674218337437	0.24993291081252908	0.25163910923529903	0.24555964268252908	0.2528683372696427	0.3000572737778754	0.9093596069671209	0.056846234916530826	0.2748273213168833	-7.919529469765578	2.5682137657392374
39	-6619.6111043312585	-6627.967423996579	-6619.6111043312585	-8.356319665320052	-6619.6111043312585	1.0886381255238153	1.0864535642258597	0.9868674218337437	0.2493893508254472	0.2521826692223809	0.24555964268252908	0.2528683372696427	0.29371355607711697	0.930183525241258	0.08812760169707477	0.3023182621692253	-5.220884516872301	1.5542130141390977
40	-6619.607352282754	-6627.24058288296	-6619.607352282754	-7.633230600206253	-6619.607352282754	1.0871652539638885	1.0864535642258597	0.9868674218337437	0.2493893508254472	0.2521826692223809	0.24555964268252908	0.2528683372696427	0.3045964438113117	0.93636399666982	0.0852424309625617	0.28385610772405667	-4.45254812870825	0.7674523119087897
41	-6619.580702875655	-6627.9624729427305	-6619.580702875655	-8.381770067074791	-6619.580702875655	1.0921773573517004	1.0864535642258597	0.9868674218337437	0.2493893508254472	0.2521826692223809	0.24719199507834194	0.2512359848738298	0.2709003173265136	0.9383832209509053	0.06796435964562454	0.25957603607343177	-5.343296291805593	1.623566858741375
42	-6619.558915395808	-6629.833625200194	-6619.558915395808	-10.27470980438574	-6619.558915395808	1.10907385482555	1.0812824942200228	0.9868674218337437	0.2530213569111864	0.24855066313664173	0.24719199507834194	0.2512359848738298	0.287165021072851	0.9275035700538456	0.04323607187825297	0.2256265037390875	-7.168766428619454	2.328780329712895
