#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:twin_alignment_1_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:twin_alignment_1_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:twin_alignment_1_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:twin_alignment_1_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.twin_alignment_1_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:twin_alignment_1_evidence" name="distribution" x="@BDBirthRate.t:twin_alignment_1_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:twin_alignment_1_evidence" name="distribution" x="@BDDeathRate.t:twin_alignment_1_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="kappa1Prior.s:twin_alignment_1_evidence" name="distribution">
#            <parameter id="kappa1.s:twin_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:twin_alignment_1_evidence" name="distribution">
#            <parameter id="kappa2.s:twin_alignment_1_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.3" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@twin_alignment_1_evidence" id="treeLikelihood.twin_alignment_1_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:twin_alignment_1_evidence">
#            <siteModel id="SiteModel.s:twin_alignment_1_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:twin_alignment_1_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:twin_alignment_1_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:twin_alignment_1_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="tn93.s:twin_alignment_1_evidence" kappa1="@kappa1.s:twin_alignment_1_evidence" kappa2="@kappa2.s:twin_alignment_1_evidence" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:twin_alignment_1_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:twin_alignment_1_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:twin_alignment_1_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:twin_alignment_1_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
50	-15728.41316244496	-15728.558230477249	-15728.41316244496	-0.1450680322891602	-15728.41316244496	0.7220933773392837	1.2119559851890025	1.3661118104056673	0.3032682803111992	0.2819745103739907	0.23391371934133431	0.18084348997347588	3.0035788991798347	3.117195318642825	0.05842287466609595
51	-15676.541429484465	-15678.889616094848	-15676.541429484465	-2.3481866103834763	-15676.541429484465	0.9622859907026614	1.228607844731143	0.7978103717955942	0.2963444202799146	0.289894945924326	0.21653152308587403	0.19722911070988539	0.5986681289281375	2.8409305818669175	0.0460286497380413
52	-15675.77039053262	-15676.034307315218	-15675.77039053262	-0.2639167825989379	-15675.77039053262	0.7899927438211198	0.7520685541454806	0.8091276746370615	0.2862425150001657	0.2993124508959356	0.21760208555218233	0.19684294855171647	2.521759492187158	2.6716883875079067	0.033579983293680615
53	-15629.918314059703	-15632.310108377002	-15629.918314059703	-2.3917943172984937	-15629.918314059703	0.9110815820942042	1.4345073472326892	1.2286942194704784	0.2816074368332915	0.2796191752993158	0.22883849630359707	0.20993489156379572	0.7916429785339352	2.7300125777954456	0.010803651068959752
54	-15593.52260652713	-15596.04255769737	-15593.52260652713	-2.519951170239886	-15593.52260652713	0.9223751574216138	1.4345073472326892	1.205117385394797	0.2811312663896482	0.28196787613475144	0.22840707840887306	0.20849377906672734	0.6540774373044909	1.9849008525392406	0.25963307759387033
55	-15577.38171036122	-15574.573422659118	-15577.38171036122	2.8082877021030566	-15577.38171036122	0.5717161486357195	0.5782878578528513	1.0120478370457724	0.2823517895542892	0.2847495446248983	0.22295508161697852	0.20994358420383397	5.635629317092926	3.5303678390893674	0.04034188939191626
56	-15560.593434310249	-15558.442811520015	-15560.593434310249	2.1506227902345274	-15560.593434310249	0.6497851063112534	0.7050949141052804	1.1590713463523987	0.30523743661964164	0.27858800588543875	0.20870484313520643	0.20746971435971312	5.04818169066915	3.9077469136402034	0.10252372110781134
57	-15556.367011064705	-15558.932647829102	-15556.367011064705	-2.565636764397433	-15556.367011064705	0.9736549558354806	0.8732692021591134	1.0927789879691905	0.3025974090391406	0.27223401022078164	0.21769886638036456	0.20746971435971312	0.3500792234795238	2.9487062162029973	0.19350055855570283
58	-15518.119460483049	-15517.334720579358	-15518.119460483049	0.7847399036910747	-15518.119460483049	0.7413406266961872	0.8633556881705626	1.1664670440961697	0.29843465734730884	0.2769297466787556	0.21878975240455897	0.20584584356937652	3.725937709641782	2.028809111116822	0.5576228792445298
59	-15467.782999160183	-15468.705672880811	-15467.782999160183	-0.9226737206287012	-15467.782999160183	0.7654738778061195	0.9785189759741989	1.0948895524447337	0.2883216224259654	0.26533416435956386	0.22540184623848936	0.22094236697598132	2.029088942458702	1.8842476036677567	0.40001334556642226
60	-15453.180838055665	-15453.610351491254	-15453.180838055665	-0.4295134355888113	-15453.180838055665	0.812289445750907	0.9785189759741989	1.0688217141693475	0.29500847991975543	0.26602376768305147	0.2180253854212117	0.22094236697598132	2.5123621947763866	3.1040145082540587	0.1669454875533646
61	-15447.77039397611	-15449.014828971101	-15447.77039397611	-1.2444349949916087	-15447.77039397611	0.9014734984011088	1.1690058300089967	1.1712811506859333	0.2905342952777498	0.26602376768305147	0.2162241771438985	0.22721775989530013	1.8086611072146237	3.270575871923387	0.0691315095587753
62	-15437.777315169684	-15438.390660783749	-15437.777315169684	-0.613345614065012	-15437.777315169684	0.8242883936281569	0.691066012305433	1.1520510400958623	0.2891532342468998	0.2649255730946689	0.22490657377649761	0.22101461888193355	2.2788526588661924	2.1056236098781382	0.2248089220728845
63	-15428.392278915979	-15433.062882403732	-15428.392278915979	-4.670603487752753	-15428.392278915979	0.8915075183066032	1.017371365268846	0.8932139922443304	0.2667455916424797	0.2766729953161448	0.22727467030548465	0.22930674273589077	-1.7767179305178198	3.844660380823314	0.46995447451176203
64	-15416.305381034606	-15417.946220169937	-15416.305381034606	-1.640839135329781	-15416.305381034606	0.762401646400024	1.017371365268846	1.0851657101490477	0.2667455916424797	0.28409131898074724	0.22722474202853185	0.2219383473482411	1.3211813904476442	1.8229765784348544	0.591925973763215
65	-15414.128861760468	-15415.703190549575	-15414.128861760468	-1.5743287891075084	-15414.128861760468	0.8285784887580531	1.0225925873640178	1.0851657101490477	0.25518495687969756	0.27768524668657607	0.24188563185379866	0.22524416457992757	1.3895993648060583	1.1959045750597628	0.517313583153072
66	-15397.869394104355	-15399.671272355627	-15397.869394104355	-1.8018782512714786	-15397.869394104355	0.7663580906546003	1.0368161825148885	0.932327535685228	0.23805887605703765	0.2839922781044774	0.24511755832086785	0.2328312875176169	1.1120654774658827	2.223865658610908	0.04079168981961214
67	-15385.835213896533	-15387.152557505508	-15385.835213896533	-1.3173436089742545	-15385.835213896533	0.8077827551359538	1.1273409151739389	0.927634794579436	0.2313744153294251	0.29482978714698704	0.24139231549185605	0.23240348203173158	1.629331600408129	2.820868172631849	0.006884041529002134
68	-15371.305204459855	-15372.12905269393	-15371.305204459855	-0.8238482340755833	-15371.305204459855	0.8594105726358897	1.1273409151739389	1.067450763190189	0.22860780459836416	0.28263437736217434	0.24675463566643066	0.24200318237303056	2.1729253239631046	4.053782115789786	0.04072129428064843
69	-15367.214491957842	-15367.09625226281	-15367.214491957842	0.11823969503254439	-15367.214491957842	0.8906807905274414	1.0409383136223789	1.1108345195873317	0.24280454905812188	0.2672785068768644	0.2529173887434762	0.23699955532153727	3.0987387759635743	3.105589082031327	0.047970929679216824
70	-15364.33221862215	-15364.043631226776	-15364.33221862215	0.2885873953742091	-15364.33221862215	0.8220455557272897	0.9688539654354402	1.1894748585852861	0.24361397465712187	0.2621610821204224	0.25391608987862535	0.2403088533438301	3.2737793747722588	3.279121173821135	0.03820563094747212
71	-15361.172278683625	-15363.361052762193	-15361.172278683625	-2.1887740785678456	-15361.172278683625	0.9160145543564566	1.053056726151458	1.0428495484271374	0.24637757314213543	0.2569617919120948	0.2594777586867485	0.237182876259021	0.7705240889180311	2.0030901005531274	0.410462850626036
72	-15360.91580460067	-15364.039254066309	-15360.91580460067	-3.1234494656383145	-15360.91580460067	0.8076607596284439	1.0545529149321307	1.0278888514224132	0.25053147621934235	0.2382397639234548	0.25876494284470136	0.2524638170125012	-0.169115704739897	1.3332665564828117	0.7308641396286008
73	-15344.063741679296	-15345.843218572056	-15344.063741679296	-1.7794768927598197	-15344.063741679296	0.8989751851691897	0.9780630284725471	1.0552784336287415	0.2616383601985544	0.24307388396369142	0.2511051243301645	0.24418263150758926	1.1571555532862337	1.7018899883892151	0.4126951288657973
74	-15339.251157180814	-15341.812610160778	-15339.251157180814	-2.5614529799647365	-15339.251157180814	0.8011970101580953	0.9780630284725471	1.1219790740082434	0.26528561638014575	0.23813795244954708	0.2523937996627175	0.24418263150758926	0.40055624008418445	3.7014373217262473	0.4645770828749984
75	-15333.350285766353	-15335.205334983795	-15333.350285766353	-1.8550492174425541	-15333.350285766353	0.933121138213543	0.963463747193178	1.1147745769350208	0.24347587251992672	0.2524341529948698	0.2707439671635056	0.23334600732169747	1.0990514092043249	3.8429305406788936	0.2786604397691024
76	-15329.975032488652	-15330.61286546919	-15329.975032488652	-0.637832980538348	-15329.975032488652	0.8125603552011514	0.8918125425294602	1.1300943000561519	0.24014048098495894	0.2579678517843045	0.2596510831378023	0.24224058409293392	2.2981214691286036	2.836065681180417	0.03942348230689875
77	-15328.520438315207	-15329.9664384052	-15328.520438315207	-1.4460000899921521	-15328.520438315207	0.9300007610259093	0.8918125425294602	1.1051657749228014	0.257802800472114	0.2487177566179511	0.245875312029438	0.2476041308804966	1.4803375800954264	3.448810315191061	0.07749947108348237
78	-15328.28927492412	-15330.462919508644	-15328.28927492412	-2.1736445845237133	-15328.28927492412	0.9452259106514157	1.14629034454187	1.1051657749228014	0.25879429280826033	0.25218574252288584	0.24652693733136022	0.24249302733749323	0.8448337733910618	1.9840383301060511	0.03213828228155208
79	-15327.286971708556	-15327.296247659748	-15327.286971708556	-0.00927595119230884	-15327.286971708556	0.8393663373055505	0.901836665013729	1.0971453306279937	0.25879429280826033	0.2526508950335469	0.2546675459155755	0.2338872662426169	2.917235218610477	3.116382597919835	0.12709770537453818
80	-15327.06354579156	-15328.773620024867	-15327.06354579156	-1.7100742333071606	-15327.06354579156	0.9909615976283067	0.901836665013729	0.959833447820409	0.2607272832064202	0.24872166210453248	0.2529286916290141	0.23762236306003287	1.1660896188496737	1.5261886051970484	0.46631655111280634
81	-15320.813045598466	-15320.587573884544	-15320.813045598466	0.22547171392236454	-15320.813045598466	0.8201368703651201	0.9646447170542385	0.9905475059168487	0.2509752251855458	0.26032820856600164	0.2414166535304666	0.2472799127179855	3.1337019298015987	2.9649864199152485	0.10387020036098829
82	-15314.754076185869	-15315.481497046898	-15314.754076185869	-0.7274208610282344	-15314.754076185869	0.9109577654415503	0.9646447170542385	0.9233904154158468	0.2596235369730088	0.25429538590833667	0.2464128343134446	0.23966824280520949	2.157539269118991	2.693743280487284	0.3537281443964448
83	-15313.828192890755	-15314.620416310558	-15313.828192890755	-0.7922234198039741	-15313.828192890755	0.9478167590753402	0.9646447170542385	0.9292358775631521	0.2601999754145497	0.25371894746679574	0.25537942497950344	0.23070165213915061	2.0946993288782343	3.029451459789134	0.16865089653493032
84	-15310.858670604306	-15312.026076891863	-15310.858670604306	-1.1674062875576465	-15310.858670604306	0.9138602816595629	0.9520930688832528	0.9292358775631521	0.2520047407798169	0.255770918536292	0.2523973494272304	0.2398269912566602	1.715158123549938	2.7567267283076475	0.2042455039621441
85	-15310.153704750326	-15312.618516745777	-15310.153704750326	-2.4648119954503143	-15310.153704750326	1.0083929613104599	0.941267515460201	0.9292358775631521	0.23870980574489403	0.2567984549077287	0.2539431465998172	0.2505485927475597	0.41403680735033044	1.724402140837993	0.24187125688476338
86	-15307.443870940868	-15309.43977887033	-15307.443870940868	-1.995907929462485	-15307.443870940868	0.9195208804270727	0.951871161589369	0.9292358775631521	0.255098464869326	0.25957386473884836	0.24453784396583922	0.240789826425986	0.8865799067551356	1.1516929966583473	0.6775827470826103
87	-15306.598222328783	-15308.778435654933	-15306.598222328783	-2.18021332615018	-15306.598222328783	0.9204846715227093	1.0139084960054685	1.0110496409001595	0.2511891258380242	0.26038832141119106	0.2437233872934965	0.2446991654572878	0.7529791504679988	1.668306439497944	0.6928414696241146
88	-15305.358995225866	-15306.879329957414	-15305.358995225866	-1.5203347315481581	-15305.358995225866	0.9107733865625361	0.9927086259149757	1.0110496409001595	0.2468326459648796	0.26038832141119106	0.2476043905836822	0.2451746420402467	1.4052067610468866	3.115432608858306	0.343618578038879
89	-15304.867045916517	-15308.169879335055	-15304.867045916517	-3.302833418538896	-15304.867045916517	0.8872800079597448	0.9927086259149757	1.0502967258151916	0.25253139992532875	0.26038832141119106	0.25447453066007636	0.23260574800340336	-0.36284984159238043	3.4902237464202495	0.47551736655991744
90	-15303.165090681678	-15308.218865935183	-15303.165090681678	-5.053775253505149	-15303.165090681678	0.9279831749114014	0.9564644324812371	1.0471868043469252	0.24548016543160486	0.2580855131434472	0.25447453066007636	0.24195979076487112	-2.127722351115634	0.898733464838738	0.9043778738162181
91	-15303.035919087883	-15304.035542394502	-15303.035919087883	-0.9996233066188056	-15303.035919087883	0.9019110356059292	0.9859816593278004	1.0471868043469252	0.25047626028989073	0.2519680389922995	0.2528456211566948	0.2447100795611145	1.936801254728305	2.4564594736165546	0.10456077851779702
92	-15302.785493774349	-15304.096585687977	-15302.785493774349	-1.3110919136287245	-15302.785493774349	0.863602873040377	0.9859816593278004	1.0471868043469252	0.25008414984053073	0.2547273153015054	0.24855637411283685	0.2466321607451266	1.6253326477183863	1.9156324753913005	0.33482939321824734
93	-15302.004863978602	-15302.725546540423	-15302.004863978602	-0.7206825618218646	-15302.004863978602	0.8821990801314645	0.9859816593278004	1.0471868043469252	0.2503948300068529	0.2547273153015054	0.24952672889336144	0.24535112579827983	2.215741999525246	3.298284139132409	0.11304083436102787
94	-15301.335831222355	-15301.96243053114	-15301.335831222355	-0.6265993087855242	-15301.335831222355	0.9020717896371063	0.9873536168921859	1.047300742208048	0.2503948300068529	0.25591197901637536	0.24754370365463563	0.24614948732213573	2.310356268031308	2.781066616127938	0.18263971424043537
95	-15300.758826305691	-15301.550565522422	-15300.758826305691	-0.791739216730694	-15300.758826305691	0.9104059989193419	0.9873536168921859	1.0479107229526234	0.2523377081334866	0.25306916703699384	0.24279429931761817	0.251798825511901	2.1454433051379427	2.835892028460232	0.22238989885490723
96	-15300.601287266129	-15301.449853260234	-15300.601287266129	-0.8485659941058203	-15300.601287266129	0.8981470065303291	1.0047685427755362	1.073443700356756	0.24827389933662664	0.2597361946743027	0.24279429931761817	0.24919560667145213	2.1044391973622787	3.1407616476688407	0.22768836667912223
97	-15300.53718366887	-15301.823752028642	-15300.53718366887	-1.2865683597726683	-15300.53718366887	0.9087645664983142	1.0050541078843727	1.0073710281724522	0.24827389933662664	0.26389378840641525	0.24715341713317376	0.24067889512378393	1.6420799357053557	3.278334108100369	0.22301560105083434
98	-15300.471562387324	-15302.095200694568	-15300.471562387324	-1.6236383072449738	-15300.471562387324	0.9030412668140786	1.0046850578593418	1.0073710281724522	0.2508762788465713	0.26129140889647057	0.24715341713317376	0.24067889512378393	1.3048766322492673	2.176179126521573	0.5239120073846174
99	-15299.369502697653	-15300.762527251913	-15299.369502697653	-1.3930245542593995	-15299.369502697653	0.9331039544365043	1.0046850578593418	1.0073710281724522	0.24765897693648514	0.2568175894185091	0.2544701162382645	0.24105331740674085	1.5354903852348416	1.7582646385493217	0.3978592304969424
100	-15298.805893440895	-15299.940668126805	-15298.805893440895	-1.134774685910522	-15298.805893440895	0.9008238210960631	0.9956905293049646	1.0073710281724522	0.24900766641928856	0.25387025925828416	0.2529647234706053	0.24415735085182155	1.7905017868987958	3.8943504972356164	0.09771096710649173
101	-15298.78095818987	-15300.855415714504	-15298.78095818987	-2.074457524634986	-15298.78095818987	0.884761071826391	0.9956905293049646	1.0073710281724522	0.2459193141905526	0.25610253539524686	0.2538207995623785	0.24415735085182155	0.8508189481743318	1.4901125358859555	0.34986380859544386
102	-15298.721669733406	-15300.20222309283	-15298.721669733406	-1.4805533594236908	-15298.721669733406	0.9226016883370092	0.9771274229829429	1.0073710281724522	0.252048119095457	0.25610253539524686	0.24769199465747413	0.24415735085182155	1.4381134707619818	2.458815316419616	0.4143864370811956
103	-15298.479614659062	-15299.915195780355	-15298.479614659062	-1.435581121293941	-15298.479614659062	0.896261736331486	0.9771274229829429	1.0483365436349583	0.25523112629311584	0.24840981921614444	0.24832900301424682	0.24803005147649246	1.4981313404098806	2.1622740010845147	0.5494403552593518
104	-15298.457384422822	-15300.720235694858	-15298.457384422822	-2.2628512720373952	-15298.457384422822	0.9277451717222704	0.9771274229829429	1.0483365436349583	0.25677593932112347	0.24840981921614444	0.25410339215196537	0.24071084931076633	0.6708611896664265	1.0306581778612232	0.6567880168833728
105	-15298.359967289485	-15299.63790996021	-15298.359967289485	-1.2779426707261077	-15298.359967289485	0.8643510025862745	0.9771274229829429	1.0592375206345939	0.25344076539157206	0.2517449931456958	0.2503782269267783	0.24443601453595343	1.659840636908867	2.1362166894517047	0.10451960241546657
106	-15297.695827102281	-15298.404810063235	-15297.695827102281	-0.7089829609533536	-15297.695827102281	0.878477024569142	0.9771274229829429	1.0104284529583105	0.25344076539157206	0.25818951668023776	0.24393370339223633	0.24443601453595343	2.2107920160930288	3.460247190009694	0.06870199125667581
107	-15297.654056057683	-15298.880872470183	-15297.654056057683	-1.2268164124993617	-15297.654056057683	0.9260466490686331	0.9771274229829429	1.0104284529583105	0.25344076539157206	0.25818951668023776	0.2484666695161146	0.23990304841207516	1.6929585645470207	2.914149160436267	0.32021702633909416
108	-15297.455895728748	-15298.883110719155	-15297.455895728748	-1.4272149904056708	-15297.455895728748	0.9048994321811717	0.9645689989395968	1.0393275135814783	0.24905533628503887	0.25818951668023776	0.2528520986226478	0.23990304841207516	1.498741735343264	1.9336038771414834	0.25940240915192153
109	-15297.43493237057	-15298.289688882194	-15297.43493237057	-0.8547565116246891	-15297.43493237057	0.8942708967040042	0.9645689989395968	1.0393275135814783	0.24894567947107857	0.25818951668023776	0.2523717164139491	0.24049308743473413	2.0712002141242456	2.730533756085401	0.24447238651291192
110	-15297.433442490836	-15298.242968258837	-15297.433442490836	-0.8095257680017374	-15297.433442490836	0.911396272952459	0.9645689989395968	1.0393275135814783	0.2501767553860779	0.2569584407652384	0.2523717164139491	0.24049308743473413	2.1164309577471974	2.758722420223859	0.24692995422879924
111	-15297.410866748141	-15300.777875896554	-15297.410866748141	-3.3670091484119657	-15297.410866748141	0.9007537343540637	0.9645689989395968	1.0393275135814783	0.2501767553860779	0.2569584407652384	0.2523717164139491	0.24049308743473413	-0.4410524226630308	3.587980647483219	0.48502825036616043
112	-15297.266006602156	-15300.448415099689	-15297.266006602156	-3.182408497532406	-15297.266006602156	0.9074557290216257	0.9645689989395968	1.0393275135814783	0.2497950968733603	0.2569584407652384	0.2527533749266667	0.24049308743473413	-0.2564517717834711	1.2790913758793034	0.3534165083343279
113	-15297.235321437736	-15299.401038984077	-15297.235321437736	-2.1657175463404936	-15297.235321437736	0.9119791372362622	0.9645689989395968	1.0393275135814783	0.25146954050108095	0.2541228278382931	0.25279789812535586	0.24160973353526968	0.7602391794084413	1.9243636939089785	0.043636687316024166
114	-15297.211332602923	-15301.854988442834	-15297.211332602923	-4.64365583991014	-15297.211332602923	0.9012415622949775	0.9645689989395968	1.0393275135814783	0.25117703782866585	0.2510219690574878	0.25279336652214623	0.24500762659169972	-1.717699114161206	1.3279454081033952	0.10656848069049424
115	-15297.110414551124	-15297.557599214299	-15297.110414551124	-0.4471846631755214	-15297.110414551124	0.8743940617023085	0.9645689989395968	1.0393275135814783	0.25478794518355125	0.2510219690574878	0.24918245916726084	0.24500762659169972	2.4787720625734133	2.9412542925195866	0.16418370760452894
116	-15296.991524655883	-15298.012812760788	-15296.991524655883	-1.0212881049054843	-15296.991524655883	0.9020360330147505	0.9645689989395968	1.0393275135814783	0.2553146435998859	0.2528661085469911	0.24865576075092616	0.24316348710219646	1.9046686208434505	2.407805381227951	0.40520325057804835
117	-15296.935229081613	-15297.416875263703	-15296.935229081613	-0.48164618209034127	-15296.935229081613	0.8893147259955975	0.9645689989395968	1.0393275135814783	0.25464202648484324	0.2528661085469911	0.24932837786596884	0.24316348710219646	2.4443105436585935	2.87938262776287	0.05062264093572215
118	-15296.902302035342	-15297.676780030864	-15296.902302035342	-0.7744779955230399	-15296.902302035342	0.9115096226977089	0.9645689989395968	1.0393275135814783	0.25464202648484324	0.2506038311143283	0.24932837786596884	0.2454257645348592	2.151478730225895	2.6444555264673784	0.22860934338652775
119	-15296.876611577713	-15298.150732684997	-15296.876611577713	-1.2741211072839433	-15296.876611577713	0.8831795090688468	0.9645689989395968	1.0035276563222135	0.25464202648484324	0.2506038311143283	0.24932837786596884	0.2454257645348592	1.6387445683115445	1.9832620280717161	0.20831537461754107
120	-15296.71743063647	-15297.444536502693	-15296.71743063647	-0.7271058662232701	-15296.71743063647	0.9131015187759564	0.9642962823819903	1.0035276563222135	0.24935406407169874	0.2558917935274728	0.24932837786596884	0.2454257645348592	2.1856645647794535	2.6632922515586928	0.09601315497375873
121	-15296.510221271903	-15297.297915633822	-15296.510221271903	-0.7876943619200276	-15296.510221271903	0.902427192346829	0.9642962823819903	1.0035276563222135	0.25208957603841936	0.2531562815607522	0.25108131872860245	0.24367282367222562	2.125076069082696	3.152091511988911	0.1232181854215275
122	-15296.494296220671	-15297.507971494082	-15296.494296220671	-1.0136752734112846	-15296.494296220671	0.9003935095622567	0.9642962823819903	1.0035276563222135	0.25201041417215886	0.2532354434270127	0.25108131872860245	0.24367282367222562	1.899095157591439	2.2135531992049406	0.20376181971563131
123	-15296.484634799699	-15299.063725151407	-15296.484634799699	-2.579090351708457	-15296.484634799699	0.9120408252713312	0.9642962823819903	1.0326788378756924	0.25201041417215886	0.2532354434270127	0.25108131872860245	0.24367282367222562	0.34431552335405957	3.371104331648824	0.4189390775491259
124	-15296.384811769489	-15297.611493501112	-15296.384811769489	-1.226681731622499	-15296.384811769489	0.9184094265347532	0.9642962823819903	1.0326788378756924	0.25109239605621375	0.2532354434270127	0.25108131872860245	0.2445908417881707	1.6967241434400178	2.0450867405254645	0.32641001391303615
125	-15296.35693788752	-15297.914892524735	-15296.35693788752	-1.557954637215578	-15296.35693788752	0.9065059175179203	0.9642962823819903	1.0326788378756924	0.25109239605621375	0.2532354434270127	0.25108131872860245	0.2445908417881707	1.3654512378469388	3.0084652790755224	0.3623653668592175
126	-15296.32058485671	-15297.071289976762	-15296.32058485671	-0.7507051200510129	-15296.32058485671	0.9038742840169066	0.9642962823819903	1.0326788378756924	0.25109239605621375	0.2532354434270127	0.25108131872860245	0.2445908417881707	2.172700755011504	2.6616695804480712	0.13905589128463358
127	-15296.318395836459	-15297.816927104192	-15296.318395836459	-1.49853126773232	-15296.318395836459	0.8861938386313752	0.9642962823819903	1.0326788378756924	0.25109239605621375	0.2532354434270127	0.25108131872860245	0.2445908417881707	1.4248746073301968	3.4976164111125763	0.2786318730629542
128	-15296.279347806543	-15297.816743238564	-15296.279347806543	-1.5373954320211034	-15296.279347806543	0.908028197307452	0.9642962823819903	1.023856526307538	0.25109239605621375	0.2532354434270127	0.2518203390049702	0.24385182151180293	1.3827686863330833	3.4397441197829988	0.2726309403101764
129	-15296.261113552337	-15298.000713686053	-15296.261113552337	-1.7396001337173137	-15296.261113552337	0.8960256972596332	0.9642962823819903	1.012075165251987	0.25109239605621375	0.2532354434270127	0.2518203390049702	0.24385182151180293	1.1762657325230759	3.6372713431208084	0.2737856109964401
130	-15296.204848787997	-15297.516014139288	-15296.204848787997	-1.311165351290832	-15296.204848787997	0.8866298151313144	0.9642962823819903	1.0280438856684004	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	1.6105350045476428	3.8437088898249163	0.14220632580529358
131	-15296.175699051788	-15300.924581022231	-15296.175699051788	-4.748881970443309	-15296.175699051788	0.8937863687289417	0.9642962823819903	1.0280438856684004	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	-1.8271816146048339	0.667716987022546	0.6300438228350216
132	-15296.17451029297	-15297.132043146945	-15296.17451029297	-0.9575328539733547	-15296.17451029297	0.8876781764026193	0.9642962823819903	1.0280438856684004	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	1.96416750186512	2.5626671718203613	0.37809449966526665
133	-15296.173138999573	-15298.151572859526	-15296.173138999573	-1.9784338599521898	-15296.173138999573	0.8951003869045957	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	0.9355712305386992	1.2085052892886359	0.7526663310833661
134	-15296.161237586148	-15297.54156524274	-15296.161237586148	-1.3803276565920006	-15296.161237586148	0.9005524707840451	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	1.5336774338988883	1.567635302786183	0.5591013983741832
135	-15296.159007149357	-15298.804343577382	-15296.159007149357	-2.6453364280242884	-15296.159007149357	0.8988610904374374	0.9642962823819903	1.006943516583386	0.25109239605621375	0.2549991807319998	0.2500566016999831	0.24385182151180293	0.2686686624666006	2.2648027930859675	0.6543547816866688
