Sample	posterior	ESS(posterior)	likelihood	prior	
0	-5127.20755036745	3.3	-5121.237021889273	-5.970528478176659	
1	-5126.104911824443	3.4	-5119.525413034551	-6.579498789891462	
2	-5126.104911824443	3.4	-5119.525413034551	-6.579498789891462	
3	-5124.704504071316	3.6	-5118.77610500663	-5.928399064685127	
4	-5124.356321935262	3.8	-5117.652490328024	-6.703831607237232	
5	-5124.356321935262	3.8	-5117.652490328024	-6.703831607237232	
6	-5124.356321935262	3.8	-5117.652490328024	-6.703831607237232	
7	-5124.699350014658	4.0	-5117.292818230952	-7.406531783705951	
8	-5122.057885967095	4.8	-5116.065277873414	-5.992608093681256	
