"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-5478.43682138445,3.31457218725152,0.0000403780294769737,14.784805510405
"2","GTR","relaxed_log_normal","yule",-5497.91969751039,5.091943299423,1.39585249650786e-13,7.65512198207674
"3","GTR","strict","birth_death",-5494.81420853519,5.19689740635799,3.11556095984569e-12,8.09534953911573
"4","GTR","strict","yule",-5494.60865461602,5.84823105454902,3.82654818106001e-12,8.95049611553223
"5","HKY","relaxed_log_normal","birth_death",-5479.43294550207,3.64757373584765,0.0000149119319515132,4.77643278554222
"6","HKY","relaxed_log_normal","yule",-5484.08547565667,3.71934544679624,0.00000014222165893766,9.02478804224018
"7","HKY","strict","birth_death",-5478.46837905019,3.85406801580315,0.0000391236892411599,8.30313470759403
"8","HKY","strict","yule",-5474.80686026322,2.99135554194491,0.00152271001878594,8.30929511062456
"9","JC69","relaxed_log_normal","birth_death",-5471.14273702349,2.94437681775364,0.0594190507233781,7.1753268926175
"10","JC69","relaxed_log_normal","yule",-5468.51384225112,1.83096790500626,0.82345562850223,5.37298169020224
"11","JC69","strict","birth_death",-5470.96308950399,2.55086288809672,0.0711124490559897,4.61383111755714
"12","TN93","relaxed_log_normal","birth_death",-5501.88848269267,3.8476884535421,2.63765520071701e-15,6.95710569740165
"13","TN93","relaxed_log_normal","yule",-5471.71593181096,2.57505315198339,0.0334958016375217,6.12802085499969
"14","TN93","strict","birth_death",-5472.84010277946,2.82847602022551,0.0108835136843629,5.84573668532872
"15","TN93","strict","yule",-5479.34452518404,3.12204797754422,0.000016290498318959,10.9431859549866
